,vendor_qtycount,del_date_scheduled_yr,vendor_qtysum,vendor_qtymean,vendor_valsum,vendor_valmean,vendor_inssum,vendor_insmean,vendor_weightsum,vendor_weightmean,vendor_costsum,vendor_costmean
15,25,2006,334157,13366.28,2999909.9299999997,119996.39719999999,0.06125000000000003,0.0024500000000000012,29812.97819219384,1192.5191276877536,946951.605940985,37878.0642376394
16,25,2006,334157,13366.28,2999909.9299999997,119996.39719999999,0.06125000000000003,0.0024500000000000012,29812.97819219384,1192.5191276877536,946951.605940985,37878.0642376394
17,25,2006,334157,13366.28,2999909.9299999997,119996.39719999999,0.06125000000000003,0.0024500000000000012,29812.97819219384,1192.5191276877536,946951.605940985,37878.0642376394
18,25,2006,334157,13366.28,2999909.9299999997,119996.39719999999,0.06125000000000003,0.0024500000000000012,29812.97819219384,1192.5191276877536,946951.605940985,37878.0642376394
19,25,2006,334157,13366.28,2999909.9299999997,119996.39719999999,0.06125000000000003,0.0024500000000000012,29812.97819219384,1192.5191276877536,946951.605940985,37878.0642376394
20,25,2006,334157,13366.28,2999909.9299999997,119996.39719999999,0.06125000000000003,0.0024500000000000012,29812.97819219384,1192.5191276877536,946951.605940985,37878.0642376394
21,25,2006,334157,13366.28,2999909.9299999997,119996.39719999999,0.06125000000000003,0.0024500000000000012,29812.97819219384,1192.5191276877536,946951.605940985,37878.0642376394
22,25,2006,334157,13366.28,2999909.9299999997,119996.39719999999,0.06125000000000003,0.0024500000000000012,29812.97819219384,1192.5191276877536,946951.605940985,37878.0642376394
23,25,2006,334157,13366.28,2999909.9299999997,119996.39719999999,0.06125000000000003,0.0024500000000000012,29812.97819219384,1192.5191276877536,946951.605940985,37878.0642376394
24,25,2006,334157,13366.28,2999909.9299999997,119996.39719999999,0.06125000000000003,0.0024500000000000012,29812.97819219384,1192.5191276877536,946951.605940985,37878.0642376394
25,25,2006,334157,13366.28,2999909.9299999997,119996.39719999999,0.06125000000000003,0.0024500000000000012,29812.97819219384,1192.5191276877536,946951.605940985,37878.0642376394
26,25,2006,334157,13366.28,2999909.9299999997,119996.39719999999,0.06125000000000003,0.0024500000000000012,29812.97819219384,1192.5191276877536,946951.605940985,37878.0642376394
27,12,2006,9880,823.3333333333334,790400.0,65866.66666666667,0.029400000000000013,0.0024500000000000012,210861.964342073,17571.830361839417,1833305.855052323,152775.4879210269
28,12,2006,9880,823.3333333333334,790400.0,65866.66666666667,0.029400000000000013,0.0024500000000000012,210861.964342073,17571.830361839417,1833305.855052323,152775.4879210269
29,12,2006,9880,823.3333333333334,790400.0,65866.66666666667,0.029400000000000013,0.0024500000000000012,210861.964342073,17571.830361839417,1833305.855052323,152775.4879210269
30,12,2006,9880,823.3333333333334,790400.0,65866.66666666667,0.029400000000000013,0.0024500000000000012,210861.964342073,17571.830361839417,1833305.855052323,152775.4879210269
31,12,2006,9880,823.3333333333334,790400.0,65866.66666666667,0.029400000000000013,0.0024500000000000012,210861.964342073,17571.830361839417,1833305.855052323,152775.4879210269
32,12,2006,9880,823.3333333333334,790400.0,65866.66666666667,0.029400000000000013,0.0024500000000000012,210861.964342073,17571.830361839417,1833305.855052323,152775.4879210269
33,12,2006,9880,823.3333333333334,790400.0,65866.66666666667,0.029400000000000013,0.0024500000000000012,210861.964342073,17571.830361839417,1833305.855052323,152775.4879210269
34,12,2006,9880,823.3333333333334,790400.0,65866.66666666667,0.029400000000000013,0.0024500000000000012,210861.964342073,17571.830361839417,1833305.855052323,152775.4879210269
35,12,2006,9880,823.3333333333334,790400.0,65866.66666666667,0.029400000000000013,0.0024500000000000012,210861.964342073,17571.830361839417,1833305.855052323,152775.4879210269
36,12,2006,9880,823.3333333333334,790400.0,65866.66666666667,0.029400000000000013,0.0024500000000000012,210861.964342073,17571.830361839417,1833305.855052323,152775.4879210269
37,12,2006,9880,823.3333333333334,790400.0,65866.66666666667,0.029400000000000013,0.0024500000000000012,210861.964342073,17571.830361839417,1833305.855052323,152775.4879210269
38,12,2006,9880,823.3333333333334,790400.0,65866.66666666667,0.029400000000000013,0.0024500000000000012,210861.964342073,17571.830361839417,1833305.855052323,152775.4879210269
39,3,2006,40349,13449.666666666666,156929.15000000002,52309.716666666674,0.007350000000000004,0.0024500000000000012,2422.3115876062884,807.4371958687628,1082118.5654005108,360706.18846683693
40,3,2006,40349,13449.666666666666,156929.15000000002,52309.716666666674,0.007350000000000004,0.0024500000000000012,2422.3115876062884,807.4371958687628,1082118.5654005108,360706.18846683693
41,3,2006,40349,13449.666666666666,156929.15000000002,52309.716666666674,0.007350000000000004,0.0024500000000000012,2422.3115876062884,807.4371958687628,1082118.5654005108,360706.18846683693
42,2,2007,1442,721.0,68835.23999999999,34417.619999999995,0.0049000000000000024,0.0024500000000000012,324.73521300653744,162.36760650326872,7612.010969181993,3806.0054845909963
43,2,2007,1442,721.0,68835.23999999999,34417.619999999995,0.0049000000000000024,0.0024500000000000012,324.73521300653744,162.36760650326872,7612.010969181993,3806.0054845909963
44,9,2007,10200,1133.3333333333333,735140.4,81682.26666666666,420.80980000000005,46.75664444444445,9454.480227674621,1050.497803074958,64364.25516997831,7151.583907775367
45,9,2007,10200,1133.3333333333333,735140.4,81682.26666666666,420.80980000000005,46.75664444444445,9454.480227674621,1050.497803074958,64364.25516997831,7151.583907775367
46,9,2007,10200,1133.3333333333333,735140.4,81682.26666666666,420.80980000000005,46.75664444444445,9454.480227674621,1050.497803074958,64364.25516997831,7151.583907775367
47,9,2007,10200,1133.3333333333333,735140.4,81682.26666666666,420.80980000000005,46.75664444444445,9454.480227674621,1050.497803074958,64364.25516997831,7151.583907775367
48,9,2007,10200,1133.3333333333333,735140.4,81682.26666666666,420.80980000000005,46.75664444444445,9454.480227674621,1050.497803074958,64364.25516997831,7151.583907775367
49,9,2007,10200,1133.3333333333333,735140.4,81682.26666666666,420.80980000000005,46.75664444444445,9454.480227674621,1050.497803074958,64364.25516997831,7151.583907775367
50,9,2007,10200,1133.3333333333333,735140.4,81682.26666666666,420.80980000000005,46.75664444444445,9454.480227674621,1050.497803074958,64364.25516997831,7151.583907775367
51,9,2007,10200,1133.3333333333333,735140.4,81682.26666666666,420.80980000000005,46.75664444444445,9454.480227674621,1050.497803074958,64364.25516997831,7151.583907775367
52,9,2007,10200,1133.3333333333333,735140.4,81682.26666666666,420.80980000000005,46.75664444444445,9454.480227674621,1050.497803074958,64364.25516997831,7151.583907775367
53,10,2007,8705,870.5,408315.0,40831.5,190.4796,19.04796,3804.151392851219,380.4151392851219,258024.9031197502,25802.49031197502
54,10,2007,8705,870.5,408315.0,40831.5,190.4796,19.04796,3804.151392851219,380.4151392851219,258024.9031197502,25802.49031197502
55,10,2007,8705,870.5,408315.0,40831.5,190.4796,19.04796,3804.151392851219,380.4151392851219,258024.9031197502,25802.49031197502
56,10,2007,8705,870.5,408315.0,40831.5,190.4796,19.04796,3804.151392851219,380.4151392851219,258024.9031197502,25802.49031197502
57,10,2007,8705,870.5,408315.0,40831.5,190.4796,19.04796,3804.151392851219,380.4151392851219,258024.9031197502,25802.49031197502
58,10,2007,8705,870.5,408315.0,40831.5,190.4796,19.04796,3804.151392851219,380.4151392851219,258024.9031197502,25802.49031197502
59,10,2007,8705,870.5,408315.0,40831.5,190.4796,19.04796,3804.151392851219,380.4151392851219,258024.9031197502,25802.49031197502
60,10,2007,8705,870.5,408315.0,40831.5,190.4796,19.04796,3804.151392851219,380.4151392851219,258024.9031197502,25802.49031197502
61,10,2007,8705,870.5,408315.0,40831.5,190.4796,19.04796,3804.151392851219,380.4151392851219,258024.9031197502,25802.49031197502
62,10,2007,8705,870.5,408315.0,40831.5,190.4796,19.04796,3804.151392851219,380.4151392851219,258024.9031197502,25802.49031197502
63,1,2007,10,10.0,850.0,850.0,0.0024500000000000012,0.0024500000000000012,12.0,12.0,535.7333333333333,535.7333333333333
64,8,2007,233282,29160.25,2568650.9,321081.3625,600.0147,75.0018375,21405.035452776116,2675.6294315970144,314534.9932534795,39316.874156684935
65,8,2007,233282,29160.25,2568650.9,321081.3625,600.0147,75.0018375,21405.035452776116,2675.6294315970144,314534.9932534795,39316.874156684935
66,8,2007,233282,29160.25,2568650.9,321081.3625,600.0147,75.0018375,21405.035452776116,2675.6294315970144,314534.9932534795,39316.874156684935
67,8,2007,233282,29160.25,2568650.9,321081.3625,600.0147,75.0018375,21405.035452776116,2675.6294315970144,314534.9932534795,39316.874156684935
68,8,2007,233282,29160.25,2568650.9,321081.3625,600.0147,75.0018375,21405.035452776116,2675.6294315970144,314534.9932534795,39316.874156684935
69,8,2007,233282,29160.25,2568650.9,321081.3625,600.0147,75.0018375,21405.035452776116,2675.6294315970144,314534.9932534795,39316.874156684935
70,8,2007,233282,29160.25,2568650.9,321081.3625,600.0147,75.0018375,21405.035452776116,2675.6294315970144,314534.9932534795,39316.874156684935
71,8,2007,233282,29160.25,2568650.9,321081.3625,600.0147,75.0018375,21405.035452776116,2675.6294315970144,314534.9932534795,39316.874156684935
72,8,2007,18400,2300.0,1472000.0,184000.0,1216.0097999999998,152.00122499999998,392698.3951309863,49087.299391373286,3414253.8191257836,426781.72739072295
73,8,2007,18400,2300.0,1472000.0,184000.0,1216.0097999999998,152.00122499999998,392698.3951309863,49087.299391373286,3414253.8191257836,426781.72739072295
74,8,2007,18400,2300.0,1472000.0,184000.0,1216.0097999999998,152.00122499999998,392698.3951309863,49087.299391373286,3414253.8191257836,426781.72739072295
75,8,2007,18400,2300.0,1472000.0,184000.0,1216.0097999999998,152.00122499999998,392698.3951309863,49087.299391373286,3414253.8191257836,426781.72739072295
76,8,2007,18400,2300.0,1472000.0,184000.0,1216.0097999999998,152.00122499999998,392698.3951309863,49087.299391373286,3414253.8191257836,426781.72739072295
77,8,2007,18400,2300.0,1472000.0,184000.0,1216.0097999999998,152.00122499999998,392698.3951309863,49087.299391373286,3414253.8191257836,426781.72739072295
78,8,2007,18400,2300.0,1472000.0,184000.0,1216.0097999999998,152.00122499999998,392698.3951309863,49087.299391373286,3414253.8191257836,426781.72739072295
79,8,2007,18400,2300.0,1472000.0,184000.0,1216.0097999999998,152.00122499999998,392698.3951309863,49087.299391373286,3414253.8191257836,426781.72739072295
80,13,2007,28943,2226.3846153846152,471899.58,36299.96769230769,605.9397999999999,46.610753846153834,5951.6037677740605,457.8156744441585,185384.5493829152,14260.349952531938
81,13,2007,28943,2226.3846153846152,471899.58,36299.96769230769,605.9397999999999,46.610753846153834,5951.6037677740605,457.8156744441585,185384.5493829152,14260.349952531938
82,13,2007,28943,2226.3846153846152,471899.58,36299.96769230769,605.9397999999999,46.610753846153834,5951.6037677740605,457.8156744441585,185384.5493829152,14260.349952531938
83,13,2007,28943,2226.3846153846152,471899.58,36299.96769230769,605.9397999999999,46.610753846153834,5951.6037677740605,457.8156744441585,185384.5493829152,14260.349952531938
84,13,2007,28943,2226.3846153846152,471899.58,36299.96769230769,605.9397999999999,46.610753846153834,5951.6037677740605,457.8156744441585,185384.5493829152,14260.349952531938
85,13,2007,28943,2226.3846153846152,471899.58,36299.96769230769,605.9397999999999,46.610753846153834,5951.6037677740605,457.8156744441585,185384.5493829152,14260.349952531938
86,13,2007,28943,2226.3846153846152,471899.58,36299.96769230769,605.9397999999999,46.610753846153834,5951.6037677740605,457.8156744441585,185384.5493829152,14260.349952531938
87,13,2007,28943,2226.3846153846152,471899.58,36299.96769230769,605.9397999999999,46.610753846153834,5951.6037677740605,457.8156744441585,185384.5493829152,14260.349952531938
88,13,2007,28943,2226.3846153846152,471899.58,36299.96769230769,605.9397999999999,46.610753846153834,5951.6037677740605,457.8156744441585,185384.5493829152,14260.349952531938
89,13,2007,28943,2226.3846153846152,471899.58,36299.96769230769,605.9397999999999,46.610753846153834,5951.6037677740605,457.8156744441585,185384.5493829152,14260.349952531938
90,13,2007,28943,2226.3846153846152,471899.58,36299.96769230769,605.9397999999999,46.610753846153834,5951.6037677740605,457.8156744441585,185384.5493829152,14260.349952531938
91,13,2007,28943,2226.3846153846152,471899.58,36299.96769230769,605.9397999999999,46.610753846153834,5951.6037677740605,457.8156744441585,185384.5493829152,14260.349952531938
92,13,2007,28943,2226.3846153846152,471899.58,36299.96769230769,605.9397999999999,46.610753846153834,5951.6037677740605,457.8156744441585,185384.5493829152,14260.349952531938
93,2,2007,2000,1000.0,160000.0,80000.0,256.0,128.0,42684.60816641154,21342.30408320577,371114.5455571504,185557.2727785752
94,2,2007,2000,1000.0,160000.0,80000.0,256.0,128.0,42684.60816641154,21342.30408320577,371114.5455571504,185557.2727785752
95,4,2007,9391,2347.75,163951.5,40987.875,142.3249,35.581225,3166.7421946389586,791.6855486597397,72904.93559657573,18226.233899143932
96,4,2007,9391,2347.75,163951.5,40987.875,142.3249,35.581225,3166.7421946389586,791.6855486597397,72904.93559657573,18226.233899143932
97,4,2007,9391,2347.75,163951.5,40987.875,142.3249,35.581225,3166.7421946389586,791.6855486597397,72904.93559657573,18226.233899143932
98,4,2007,9391,2347.75,163951.5,40987.875,142.3249,35.581225,3166.7421946389586,791.6855486597397,72904.93559657573,18226.233899143932
99,12,2007,64970,5414.166666666667,1754190.0,146182.5,2156.5498,179.71248333333332,21047.83804706755,1753.986503922296,347313.00453898846,28942.75037824904
100,12,2007,64970,5414.166666666667,1754190.0,146182.5,2156.5498,179.71248333333332,21047.83804706755,1753.986503922296,347313.00453898846,28942.75037824904
101,12,2007,64970,5414.166666666667,1754190.0,146182.5,2156.5498,179.71248333333332,21047.83804706755,1753.986503922296,347313.00453898846,28942.75037824904
102,12,2007,64970,5414.166666666667,1754190.0,146182.5,2156.5498,179.71248333333332,21047.83804706755,1753.986503922296,347313.00453898846,28942.75037824904
103,12,2007,64970,5414.166666666667,1754190.0,146182.5,2156.5498,179.71248333333332,21047.83804706755,1753.986503922296,347313.00453898846,28942.75037824904
104,12,2007,64970,5414.166666666667,1754190.0,146182.5,2156.5498,179.71248333333332,21047.83804706755,1753.986503922296,347313.00453898846,28942.75037824904
105,12,2007,64970,5414.166666666667,1754190.0,146182.5,2156.5498,179.71248333333332,21047.83804706755,1753.986503922296,347313.00453898846,28942.75037824904
106,12,2007,64970,5414.166666666667,1754190.0,146182.5,2156.5498,179.71248333333332,21047.83804706755,1753.986503922296,347313.00453898846,28942.75037824904
107,12,2007,64970,5414.166666666667,1754190.0,146182.5,2156.5498,179.71248333333332,21047.83804706755,1753.986503922296,347313.00453898846,28942.75037824904
108,12,2007,64970,5414.166666666667,1754190.0,146182.5,2156.5498,179.71248333333332,21047.83804706755,1753.986503922296,347313.00453898846,28942.75037824904
109,12,2007,64970,5414.166666666667,1754190.0,146182.5,2156.5498,179.71248333333332,21047.83804706755,1753.986503922296,347313.00453898846,28942.75037824904
110,12,2007,64970,5414.166666666667,1754190.0,146182.5,2156.5498,179.71248333333332,21047.83804706755,1753.986503922296,347313.00453898846,28942.75037824904
111,21,2007,206671,9841.47619047619,1629972.05,77617.71666666667,1462.7146999999995,69.65308095238093,20123.44100457056,958.2590954557409,454926.6607607901,21663.174321942388
112,21,2007,206671,9841.47619047619,1629972.05,77617.71666666667,1462.7146999999995,69.65308095238093,20123.44100457056,958.2590954557409,454926.6607607901,21663.174321942388
113,21,2007,206671,9841.47619047619,1629972.05,77617.71666666667,1462.7146999999995,69.65308095238093,20123.44100457056,958.2590954557409,454926.6607607901,21663.174321942388
114,21,2007,206671,9841.47619047619,1629972.05,77617.71666666667,1462.7146999999995,69.65308095238093,20123.44100457056,958.2590954557409,454926.6607607901,21663.174321942388
115,21,2007,206671,9841.47619047619,1629972.05,77617.71666666667,1462.7146999999995,69.65308095238093,20123.44100457056,958.2590954557409,454926.6607607901,21663.174321942388
116,21,2007,206671,9841.47619047619,1629972.05,77617.71666666667,1462.7146999999995,69.65308095238093,20123.44100457056,958.2590954557409,454926.6607607901,21663.174321942388
117,21,2007,206671,9841.47619047619,1629972.05,77617.71666666667,1462.7146999999995,69.65308095238093,20123.44100457056,958.2590954557409,454926.6607607901,21663.174321942388
118,21,2007,206671,9841.47619047619,1629972.05,77617.71666666667,1462.7146999999995,69.65308095238093,20123.44100457056,958.2590954557409,454926.6607607901,21663.174321942388
119,21,2007,206671,9841.47619047619,1629972.05,77617.71666666667,1462.7146999999995,69.65308095238093,20123.44100457056,958.2590954557409,454926.6607607901,21663.174321942388
120,21,2007,206671,9841.47619047619,1629972.05,77617.71666666667,1462.7146999999995,69.65308095238093,20123.44100457056,958.2590954557409,454926.6607607901,21663.174321942388
121,21,2007,206671,9841.47619047619,1629972.05,77617.71666666667,1462.7146999999995,69.65308095238093,20123.44100457056,958.2590954557409,454926.6607607901,21663.174321942388
122,21,2007,206671,9841.47619047619,1629972.05,77617.71666666667,1462.7146999999995,69.65308095238093,20123.44100457056,958.2590954557409,454926.6607607901,21663.174321942388
123,21,2007,206671,9841.47619047619,1629972.05,77617.71666666667,1462.7146999999995,69.65308095238093,20123.44100457056,958.2590954557409,454926.6607607901,21663.174321942388
124,21,2007,206671,9841.47619047619,1629972.05,77617.71666666667,1462.7146999999995,69.65308095238093,20123.44100457056,958.2590954557409,454926.6607607901,21663.174321942388
125,21,2007,206671,9841.47619047619,1629972.05,77617.71666666667,1462.7146999999995,69.65308095238093,20123.44100457056,958.2590954557409,454926.6607607901,21663.174321942388
126,21,2007,206671,9841.47619047619,1629972.05,77617.71666666667,1462.7146999999995,69.65308095238093,20123.44100457056,958.2590954557409,454926.6607607901,21663.174321942388
127,21,2007,206671,9841.47619047619,1629972.05,77617.71666666667,1462.7146999999995,69.65308095238093,20123.44100457056,958.2590954557409,454926.6607607901,21663.174321942388
128,21,2007,206671,9841.47619047619,1629972.05,77617.71666666667,1462.7146999999995,69.65308095238093,20123.44100457056,958.2590954557409,454926.6607607901,21663.174321942388
129,21,2007,206671,9841.47619047619,1629972.05,77617.71666666667,1462.7146999999995,69.65308095238093,20123.44100457056,958.2590954557409,454926.6607607901,21663.174321942388
130,21,2007,206671,9841.47619047619,1629972.05,77617.71666666667,1462.7146999999995,69.65308095238093,20123.44100457056,958.2590954557409,454926.6607607901,21663.174321942388
131,21,2007,206671,9841.47619047619,1629972.05,77617.71666666667,1462.7146999999995,69.65308095238093,20123.44100457056,958.2590954557409,454926.6607607901,21663.174321942388
132,8,2007,3134,391.75,118674.0,14834.25,189.88,23.735,10833.909960265102,1354.2387450331378,18260.428550279048,2282.553568784881
133,8,2007,3134,391.75,118674.0,14834.25,189.88,23.735,10833.909960265102,1354.2387450331378,18260.428550279048,2282.553568784881
134,8,2007,3134,391.75,118674.0,14834.25,189.88,23.735,10833.909960265102,1354.2387450331378,18260.428550279048,2282.553568784881
135,8,2007,3134,391.75,118674.0,14834.25,189.88,23.735,10833.909960265102,1354.2387450331378,18260.428550279048,2282.553568784881
136,8,2007,3134,391.75,118674.0,14834.25,189.88,23.735,10833.909960265102,1354.2387450331378,18260.428550279048,2282.553568784881
137,8,2007,3134,391.75,118674.0,14834.25,189.88,23.735,10833.909960265102,1354.2387450331378,18260.428550279048,2282.553568784881
138,8,2007,3134,391.75,118674.0,14834.25,189.88,23.735,10833.909960265102,1354.2387450331378,18260.428550279048,2282.553568784881
139,8,2007,3134,391.75,118674.0,14834.25,189.88,23.735,10833.909960265102,1354.2387450331378,18260.428550279048,2282.553568784881
140,7,2007,175,25.0,65000.0,9285.714285714286,56.004900000000006,8.0007,429.2911563137942,61.327308044827745,17580.620504421826,2511.5172149174036
141,7,2007,175,25.0,65000.0,9285.714285714286,56.004900000000006,8.0007,429.2911563137942,61.327308044827745,17580.620504421826,2511.5172149174036
142,7,2007,175,25.0,65000.0,9285.714285714286,56.004900000000006,8.0007,429.2911563137942,61.327308044827745,17580.620504421826,2511.5172149174036
143,7,2007,175,25.0,65000.0,9285.714285714286,56.004900000000006,8.0007,429.2911563137942,61.327308044827745,17580.620504421826,2511.5172149174036
144,7,2007,175,25.0,65000.0,9285.714285714286,56.004900000000006,8.0007,429.2911563137942,61.327308044827745,17580.620504421826,2511.5172149174036
145,7,2007,175,25.0,65000.0,9285.714285714286,56.004900000000006,8.0007,429.2911563137942,61.327308044827745,17580.620504421826,2511.5172149174036
146,7,2007,175,25.0,65000.0,9285.714285714286,56.004900000000006,8.0007,429.2911563137942,61.327308044827745,17580.620504421826,2511.5172149174036
147,10,2007,82400,8240.0,1655000.0,165500.0,2635.2024499999998,263.520245,74270.07968910271,7427.007968910271,811024.0670843486,81102.40670843486
148,10,2007,82400,8240.0,1655000.0,165500.0,2635.2024499999998,263.520245,74270.07968910271,7427.007968910271,811024.0670843486,81102.40670843486
149,10,2007,82400,8240.0,1655000.0,165500.0,2635.2024499999998,263.520245,74270.07968910271,7427.007968910271,811024.0670843486,81102.40670843486
150,10,2007,82400,8240.0,1655000.0,165500.0,2635.2024499999998,263.520245,74270.07968910271,7427.007968910271,811024.0670843486,81102.40670843486
151,10,2007,82400,8240.0,1655000.0,165500.0,2635.2024499999998,263.520245,74270.07968910271,7427.007968910271,811024.0670843486,81102.40670843486
152,10,2007,82400,8240.0,1655000.0,165500.0,2635.2024499999998,263.520245,74270.07968910271,7427.007968910271,811024.0670843486,81102.40670843486
153,10,2007,82400,8240.0,1655000.0,165500.0,2635.2024499999998,263.520245,74270.07968910271,7427.007968910271,811024.0670843486,81102.40670843486
154,10,2007,82400,8240.0,1655000.0,165500.0,2635.2024499999998,263.520245,74270.07968910271,7427.007968910271,811024.0670843486,81102.40670843486
155,10,2007,82400,8240.0,1655000.0,165500.0,2635.2024499999998,263.520245,74270.07968910271,7427.007968910271,811024.0670843486,81102.40670843486
156,10,2007,82400,8240.0,1655000.0,165500.0,2635.2024499999998,263.520245,74270.07968910271,7427.007968910271,811024.0670843486,81102.40670843486
157,37,2008,15913,430.0810810810811,218795.27000000002,5913.385675675676,350.09000000000003,9.461891891891893,10998.960170050812,297.2691937851571,289314.505299032,7819.310954027893
158,37,2008,15913,430.0810810810811,218795.27000000002,5913.385675675676,350.09000000000003,9.461891891891893,10998.960170050812,297.2691937851571,289314.505299032,7819.310954027893
159,37,2008,15913,430.0810810810811,218795.27000000002,5913.385675675676,350.09000000000003,9.461891891891893,10998.960170050812,297.2691937851571,289314.505299032,7819.310954027893
160,37,2008,15913,430.0810810810811,218795.27000000002,5913.385675675676,350.09000000000003,9.461891891891893,10998.960170050812,297.2691937851571,289314.505299032,7819.310954027893
161,37,2008,15913,430.0810810810811,218795.27000000002,5913.385675675676,350.09000000000003,9.461891891891893,10998.960170050812,297.2691937851571,289314.505299032,7819.310954027893
162,37,2008,15913,430.0810810810811,218795.27000000002,5913.385675675676,350.09000000000003,9.461891891891893,10998.960170050812,297.2691937851571,289314.505299032,7819.310954027893
163,37,2008,15913,430.0810810810811,218795.27000000002,5913.385675675676,350.09000000000003,9.461891891891893,10998.960170050812,297.2691937851571,289314.505299032,7819.310954027893
164,37,2008,15913,430.0810810810811,218795.27000000002,5913.385675675676,350.09000000000003,9.461891891891893,10998.960170050812,297.2691937851571,289314.505299032,7819.310954027893
165,37,2008,15913,430.0810810810811,218795.27000000002,5913.385675675676,350.09000000000003,9.461891891891893,10998.960170050812,297.2691937851571,289314.505299032,7819.310954027893
166,37,2008,15913,430.0810810810811,218795.27000000002,5913.385675675676,350.09000000000003,9.461891891891893,10998.960170050812,297.2691937851571,289314.505299032,7819.310954027893
167,37,2008,15913,430.0810810810811,218795.27000000002,5913.385675675676,350.09000000000003,9.461891891891893,10998.960170050812,297.2691937851571,289314.505299032,7819.310954027893
168,37,2008,15913,430.0810810810811,218795.27000000002,5913.385675675676,350.09000000000003,9.461891891891893,10998.960170050812,297.2691937851571,289314.505299032,7819.310954027893
169,37,2008,15913,430.0810810810811,218795.27000000002,5913.385675675676,350.09000000000003,9.461891891891893,10998.960170050812,297.2691937851571,289314.505299032,7819.310954027893
170,37,2008,15913,430.0810810810811,218795.27000000002,5913.385675675676,350.09000000000003,9.461891891891893,10998.960170050812,297.2691937851571,289314.505299032,7819.310954027893
171,37,2008,15913,430.0810810810811,218795.27000000002,5913.385675675676,350.09000000000003,9.461891891891893,10998.960170050812,297.2691937851571,289314.505299032,7819.310954027893
172,37,2008,15913,430.0810810810811,218795.27000000002,5913.385675675676,350.09000000000003,9.461891891891893,10998.960170050812,297.2691937851571,289314.505299032,7819.310954027893
173,37,2008,15913,430.0810810810811,218795.27000000002,5913.385675675676,350.09000000000003,9.461891891891893,10998.960170050812,297.2691937851571,289314.505299032,7819.310954027893
174,37,2008,15913,430.0810810810811,218795.27000000002,5913.385675675676,350.09000000000003,9.461891891891893,10998.960170050812,297.2691937851571,289314.505299032,7819.310954027893
175,37,2008,15913,430.0810810810811,218795.27000000002,5913.385675675676,350.09000000000003,9.461891891891893,10998.960170050812,297.2691937851571,289314.505299032,7819.310954027893
176,37,2008,15913,430.0810810810811,218795.27000000002,5913.385675675676,350.09000000000003,9.461891891891893,10998.960170050812,297.2691937851571,289314.505299032,7819.310954027893
177,37,2008,15913,430.0810810810811,218795.27000000002,5913.385675675676,350.09000000000003,9.461891891891893,10998.960170050812,297.2691937851571,289314.505299032,7819.310954027893
