,dest_sum,dest_mean,dest_fsi,dest_customs,dest_infra,dest_intl_ship,dest_logistic_qlty,dest_lpi,dest_timeliness,dest_track_trace,orig_sum,orig_mean,orig_fsi,orig_customs,orig_infra,orig_intl_ship,orig_logistic_qlty,orig_lpi,orig_timeliness,orig_track_trace,dest_del_date_scheduled_yr,dest_count,orig_del_date_scheduled_yr,orig_count
16,3.0,0.03896103896103896,95.6,2.22727,2.23404,2.48837,2.38095,2.3963117324298837,2.69048,2.35556,1.0,0.013888888888888888,38.4,3.88279,4.19133,3.90984,4.20728,4.0986952364612765,4.32727,4.11864,2007,77,2007,72
17,1.0,0.027777777777777776,89.2,1.8,1.53333,1.66667,1.66667,1.7748182178200613,2.38462,1.6,2.0,0.045454545454545456,33.6,3.51919,4.07113,3.5817,3.84529,3.8436715006807303,4.11443,4.0092,2007,36,2007,44
18,0.0,0.0,79.3,2.07143,2.0,2.08333,1.91667,2.083703481064502,2.27273,2.16667,0.0,0.0,34.1,3.51079,3.82353,3.62963,3.75969,3.7618841676528714,4.02459,3.87097,2007,47,2007,19
19,3.0,0.03896103896103896,95.6,2.22727,2.23404,2.48837,2.38095,2.3963117324298837,2.69048,2.35556,1.0,0.013888888888888888,38.4,3.88279,4.19133,3.90984,4.20728,4.0986952364612765,4.32727,4.11864,2007,77,2007,72
20,3.0,0.03896103896103896,95.6,2.22727,2.23404,2.48837,2.38095,2.3963117324298837,2.69048,2.35556,2.0,0.045454545454545456,33.6,3.51919,4.07113,3.5817,3.84529,3.8436715006807303,4.11443,4.0092,2007,77,2007,44
21,2.0,0.012195121951219513,107.3,2.22222,2.22222,2.125,2.375,2.3613462231624363,3.25,2.0,0.0,0.0,34.1,3.51079,3.82353,3.62963,3.75969,3.7618841676528714,4.02459,3.87097,2007,164,2007,19
22,1.0,0.02702702702702703,77.8,2.88889,2.5,3.0,2.8,2.8888545877667835,3.22222,2.9,7.0,0.018867924528301886,70.8,2.69118,2.90476,3.07813,3.26563,3.0709137038157777,3.47458,3.03333,2007,37,2007,371
23,1.0,0.02702702702702703,77.8,2.88889,2.5,3.0,2.8,2.8888545877667835,3.22222,2.9,1.0,0.013888888888888888,38.4,3.88279,4.19133,3.90984,4.20728,4.0986952364612765,4.32727,4.11864,2007,37,2007,72
24,1.0,0.047619047619047616,100.9,2.08333,2.13636,2.2,2.10526,2.2114623441911885,2.6,2.15789,3.0,0.17647058823529413,19.3,3.84615,4.11321,3.89796,4.06122,4.0753834485626985,4.43182,4.15217,2007,21,2007,17
25,1.0,0.047619047619047616,100.9,2.08333,2.13636,2.2,2.10526,2.2114623441911885,2.6,2.15789,0.0,0.0,76.0,3.02632,3.16216,3.24324,3.30556,3.311444155619491,3.91176,3.25,2007,21,2007,10
26,0.0,0.0,79.3,2.07143,2.0,2.08333,1.91667,2.083703481064502,2.27273,2.16667,0.0,0.0,39.7,2.579769153846155,2.5991283076923093,2.7368916153846166,2.727268769230769,2.7642373870621797,3.196428769230769,2.7641976153846164,2007,47,2007,20
27,0.0,0.0,79.3,2.07143,2.0,2.08333,1.91667,2.083703481064502,2.27273,2.16667,0.0,0.0,39.7,2.579769153846155,2.5991283076923093,2.7368916153846166,2.727268769230769,2.7642373870621797,3.196428769230769,2.7641976153846164,2007,47,2007,20
28,0.0,0.0,79.3,2.07143,2.0,2.08333,1.91667,2.083703481064502,2.27273,2.16667,0.0,0.0,39.7,2.579769153846155,2.5991283076923093,2.7368916153846166,2.727268769230769,2.7642373870621797,3.196428769230769,2.7641976153846164,2007,47,2007,20
29,4.0,0.12903225806451613,95.3,2.14286,1.875,2.42857,2.0,2.326745435832871,3.66667,1.83333,7.0,0.018867924528301886,70.8,2.69118,2.90476,3.07813,3.26563,3.0709137038157777,3.47458,3.03333,2007,31,2007,371
30,3.0,0.03896103896103896,95.6,2.22727,2.23404,2.48837,2.38095,2.3963117324298837,2.69048,2.35556,2.0,0.045454545454545456,33.6,3.51919,4.07113,3.5817,3.84529,3.8436715006807303,4.11443,4.0092,2007,77,2007,44
31,3.0,0.02586206896551724,62.7,3.2207453333333333,3.421478,3.4577426666666664,3.5597983333333336,3.507961916035153,3.7106433333333335,3.7128026666666667,0.0,0.0,26.3,3.780909,3.9750056666666667,3.600548,3.900452,3.906101630916222,4.2614366666666665,3.9868716666666666,2008,116,2008,11
32,2.0,0.02631578947368421,74.6,2.8197033333333335,2.520509,3.0138423333333333,2.830859333333333,2.9141053918445223,3.2938316666666667,2.966779,1.0,0.022222222222222223,37.3,3.9227766666666666,4.239616,3.825391333333333,4.184269,4.103946824307518,4.379152333333334,4.140317666666666,2008,76,2008,45
33,2.0,0.02631578947368421,74.6,2.8197033333333335,2.520509,3.0138423333333333,2.830859333333333,2.9141053918445223,3.2938316666666667,2.966779,7.0,0.012939001848428836,72.9,2.694128666666667,2.90633,3.0955773333333334,3.2300826666666667,3.0856341358771853,3.519518,3.070454333333333,2008,76,2008,541
34,0.0,0.0,88.0,1.7416666666666667,1.5638866666666666,2.069446666666667,1.728425,1.8627744785467075,2.2714926666666666,1.7315973333333334,1.0,0.008130081300813009,19.8,3.855766666666667,4.08465,3.8763663333333334,4.113686333333333,4.075447632375132,4.395841,4.174319666666666,2008,35,2008,123
35,1.0,0.00684931506849315,95.7,2.2089086666666664,2.300921333333333,2.606277,2.4029053333333334,2.460064488286589,2.8261576666666666,2.385978666666667,1.0,0.008130081300813009,19.8,3.855766666666667,4.08465,3.8763663333333334,4.113686333333333,4.075447632375132,4.395841,4.174319666666666,2008,146,2008,123
36,3.0,0.02586206896551724,62.7,3.2207453333333333,3.421478,3.4577426666666664,3.5597983333333336,3.507961916035153,3.7106433333333335,3.7128026666666667,1.0,0.018518518518518517,34.8,3.550914,3.8817643333333334,3.519883,3.7955813333333333,3.7889301117685807,4.1406133333333335,3.9175236666666664,2008,116,2008,54
37,0.0,0.0,99.3,2.0970523333333335,2.1488746666666665,2.523015,2.222311,2.3381762294607924,2.738921,2.24758,0.0,0.0,19.9,3.7447293333333334,3.733895,3.7393583333333336,3.894496333333333,3.90696735566995,4.370476,3.9799016666666667,2008,111,2008,58
38,2.0,0.02666666666666667,104.6,2.1998233333333332,2.269999,2.2305703333333335,2.4404763333333332,2.418721815441624,3.0763416666666665,2.3174603333333335,1.0,0.03225806451612903,32.8,3.5729753333333334,4.098251666666667,3.4567863333333335,3.868529333333333,3.84771800045382,4.138078333333333,4.062355,2008,75,2008,31
39,13.0,0.08783783783783784,102.5,2.177426666666667,2.317778,2.3361406666666666,2.505952666666667,2.476097407720812,2.9026833333333335,2.6349206666666665,0.0,0.0,41.6,2.6163675161290327,2.664464177419356,2.8353557204301074,2.779916483870968,2.867618209665145,3.375710392473121,2.9188433978494617,2009,148,2009,16
40,0.0,0.0,72.2,1.9778703333333334,1.852903,1.9710096666666665,2.0499476666666667,2.1213576480495084,2.5656136666666667,2.325354,1.0,0.008130081300813009,19.8,3.855766666666667,4.08465,3.8763663333333334,4.113686333333333,4.075447632375132,4.395841,4.174319666666666,2008,23,2008,123
41,0.0,0.0,72.2,1.9778703333333334,1.852903,1.9710096666666665,2.0499476666666667,2.1213576480495084,2.5656136666666667,2.325354,1.0,0.008130081300813009,19.8,3.855766666666667,4.08465,3.8763663333333334,4.113686333333333,4.075447632375132,4.395841,4.174319666666666,2008,23,2008,123
42,1.0,0.02127659574468085,96.1,2.139937,1.8392856666666666,2.5377406666666666,2.0469696666666666,2.3554172905552475,3.327895333333333,2.185856333333333,0.0,0.0,19.9,3.7447293333333334,3.733895,3.7393583333333336,3.894496333333333,3.90696735566995,4.370476,3.9799016666666667,2008,47,2008,58
43,0.0,0.0,112.5,2.604676661290323,2.6409821290322584,2.7936806021505385,2.761934411290324,2.824495596749646,3.295743341397849,2.8519830295698925,1.0,0.008130081300813009,19.8,3.855766666666667,4.08465,3.8763663333333334,4.113686333333333,4.075447632375132,4.395841,4.174319666666666,2008,54,2008,123
44,1.0,0.00684931506849315,95.7,2.2089086666666664,2.300921333333333,2.606277,2.4029053333333334,2.460064488286589,2.8261576666666666,2.385978666666667,1.0,0.03225806451612903,32.8,3.5729753333333334,4.098251666666667,3.4567863333333335,3.868529333333333,3.84771800045382,4.138078333333333,4.062355,2008,146,2008,31
45,0.0,0.0,72.9,1.9880970000000002,1.9027776666666667,2.1607163333333337,1.9027756666666666,2.112640069404326,2.7916666666666665,1.9027756666666666,1.0,0.008130081300813009,19.8,3.855766666666667,4.08465,3.8763663333333334,4.113686333333333,4.075447632375132,4.395841,4.174319666666666,2008,22,2008,123
46,2.0,0.02631578947368421,74.6,2.8197033333333335,2.520509,3.0138423333333333,2.830859333333333,2.9141053918445223,3.2938316666666667,2.966779,7.0,0.012939001848428836,72.9,2.694128666666667,2.90633,3.0955773333333334,3.2300826666666667,3.0856341358771853,3.519518,3.070454333333333,2008,76,2008,541
47,3.0,0.02586206896551724,62.7,3.2207453333333333,3.421478,3.4577426666666664,3.5597983333333336,3.507961916035153,3.7106433333333335,3.7128026666666667,0.0,0.0,20.3,3.8093186666666665,4.145523666666667,3.551375333333333,4.105233,4.002402255564075,4.388004333333334,4.114759333333334,2008,116,2008,7
48,3.0,0.02586206896551724,62.7,3.2207453333333333,3.421478,3.4577426666666664,3.5597983333333336,3.507961916035153,3.7106433333333335,3.7128026666666667,1.0,0.018518518518518517,34.8,3.550914,3.8817643333333334,3.519883,3.7955813333333333,3.7889301117685807,4.1406133333333335,3.9175236666666664,2008,116,2008,54
49,2.0,0.02631578947368421,74.6,2.8197033333333335,2.520509,3.0138423333333333,2.830859333333333,2.9141053918445223,3.2938316666666667,2.966779,1.0,0.018518518518518517,34.8,3.550914,3.8817643333333334,3.519883,3.7955813333333333,3.7889301117685807,4.1406133333333335,3.9175236666666664,2008,76,2008,54
50,3.0,0.02586206896551724,62.7,3.2207453333333333,3.421478,3.4577426666666664,3.5597983333333336,3.507961916035153,3.7106433333333335,3.7128026666666667,1.0,0.018518518518518517,34.8,3.550914,3.8817643333333334,3.519883,3.7955813333333333,3.7889301117685807,4.1406133333333335,3.9175236666666664,2008,116,2008,54
51,1.0,0.00684931506849315,95.7,2.2089086666666664,2.300921333333333,2.606277,2.4029053333333334,2.460064488286589,2.8261576666666666,2.385978666666667,1.0,0.008130081300813009,19.8,3.855766666666667,4.08465,3.8763663333333334,4.113686333333333,4.075447632375132,4.395841,4.174319666666666,2008,146,2008,123
52,1.0,0.00684931506849315,95.7,2.2089086666666664,2.300921333333333,2.606277,2.4029053333333334,2.460064488286589,2.8261576666666666,2.385978666666667,1.0,0.008130081300813009,19.8,3.855766666666667,4.08465,3.8763663333333334,4.113686333333333,4.075447632375132,4.395841,4.174319666666666,2008,146,2008,123
53,1.0,0.02127659574468085,96.1,2.139937,1.8392856666666666,2.5377406666666666,2.0469696666666666,2.3554172905552475,3.327895333333333,2.185856333333333,0.0,0.0,19.9,3.7447293333333334,3.733895,3.7393583333333336,3.894496333333333,3.90696735566995,4.370476,3.9799016666666667,2008,47,2008,58
54,2.0,0.02631578947368421,74.6,2.8197033333333335,2.520509,3.0138423333333333,2.830859333333333,2.9141053918445223,3.2938316666666667,2.966779,7.0,0.012939001848428836,72.9,2.694128666666667,2.90633,3.0955773333333334,3.2300826666666667,3.0856341358771853,3.519518,3.070454333333333,2008,76,2008,541
55,3.0,0.02586206896551724,62.7,3.2207453333333333,3.421478,3.4577426666666664,3.5597983333333336,3.507961916035153,3.7106433333333335,3.7128026666666667,1.0,0.018518518518518517,34.8,3.550914,3.8817643333333334,3.519883,3.7955813333333333,3.7889301117685807,4.1406133333333335,3.9175236666666664,2008,116,2008,54
56,3.0,0.02586206896551724,62.7,3.2207453333333333,3.421478,3.4577426666666664,3.5597983333333336,3.507961916035153,3.7106433333333335,3.7128026666666667,1.0,0.018518518518518517,34.8,3.550914,3.8817643333333334,3.519883,3.7955813333333333,3.7889301117685807,4.1406133333333335,3.9175236666666664,2008,116,2008,54
57,3.0,0.02586206896551724,62.7,3.2207453333333333,3.421478,3.4577426666666664,3.5597983333333336,3.507961916035153,3.7106433333333335,3.7128026666666667,1.0,0.018518518518518517,34.8,3.550914,3.8817643333333334,3.519883,3.7955813333333333,3.7889301117685807,4.1406133333333335,3.9175236666666664,2008,116,2008,54
58,2.0,0.034482758620689655,79.1,2.1860506666666666,1.9983593333333334,2.315564,2.0698843333333334,2.255640320709668,2.6265553333333336,2.2969766666666667,1.0,0.018518518518518517,34.8,3.550914,3.8817643333333334,3.519883,3.7955813333333333,3.7889301117685807,4.1406133333333335,3.9175236666666664,2008,58,2008,54
59,0.0,0.0,99.3,2.0970523333333335,2.1488746666666665,2.523015,2.222311,2.3381762294607924,2.738921,2.24758,0.0,0.0,75.6,3.0240213333333332,3.159964,3.250883,3.2584516666666667,3.305053103746327,3.8495616666666668,3.3020116666666666,2008,111,2008,10
60,0.0,0.0,99.3,2.0970523333333335,2.1488746666666665,2.523015,2.222311,2.3381762294607924,2.738921,2.24758,0.0,0.0,19.9,3.7447293333333334,3.733895,3.7393583333333336,3.894496333333333,3.90696735566995,4.370476,3.9799016666666667,2008,111,2008,58
61,3.0,0.02586206896551724,62.7,3.2207453333333333,3.421478,3.4577426666666664,3.5597983333333336,3.507961916035153,3.7106433333333335,3.7128026666666667,0.0,0.0,32.9,3.739195666666667,4.015390333333333,3.7894733333333335,3.9873096666666665,3.980390832281408,4.29017,4.111021,2008,116,2008,36
62,2.0,0.02631578947368421,74.6,2.8197033333333335,2.520509,3.0138423333333333,2.830859333333333,2.9141053918445223,3.2938316666666667,2.966779,7.0,0.012939001848428836,72.9,2.694128666666667,2.90633,3.0955773333333334,3.2300826666666667,3.0856341358771853,3.519518,3.070454333333333,2008,76,2008,541
63,15.0,0.08108108108108109,99.8,2.1905473333333334,2.3678026666666665,2.724184,2.4248606666666666,2.5238172441432947,2.9618353333333336,2.4163973333333333,0.0,0.0,21.2,3.7701573333333336,4.157717333333333,3.436080666666667,4.210466,3.988608127782037,4.296008666666666,4.1938086666666665,2009,185,2009,16
64,2.0,0.02631578947368421,74.6,2.8197033333333335,2.520509,3.0138423333333333,2.830859333333333,2.9141053918445223,3.2938316666666667,2.966779,7.0,0.012939001848428836,72.9,2.694128666666667,2.90633,3.0955773333333334,3.2300826666666667,3.0856341358771853,3.519518,3.070454333333333,2008,76,2008,541
65,3.0,0.02586206896551724,62.7,3.2207453333333333,3.421478,3.4577426666666664,3.5597983333333336,3.507961916035153,3.7106433333333335,3.7128026666666667,1.0,0.022222222222222223,37.3,3.9227766666666666,4.239616,3.825391333333333,4.184269,4.103946824307518,4.379152333333334,4.140317666666666,2008,116,2008,45
66,2.0,0.02631578947368421,74.6,2.8197033333333335,2.520509,3.0138423333333333,2.830859333333333,2.9141053918445223,3.2938316666666667,2.966779,7.0,0.012939001848428836,72.9,2.694128666666667,2.90633,3.0955773333333334,3.2300826666666667,3.0856341358771853,3.519518,3.070454333333333,2008,76,2008,541
67,0.0,0.0,72.2,1.9778703333333334,1.852903,1.9710096666666665,2.0499476666666667,2.1213576480495084,2.5656136666666667,2.325354,0.0,0.0,32.9,3.739195666666667,4.015390333333333,3.7894733333333335,3.9873096666666665,3.980390832281408,4.29017,4.111021,2008,23,2008,36
68,1.0,0.010416666666666666,81.6,2.111109,1.9444443333333334,2.4018516666666665,2.2981453333333333,2.3394349176036426,2.616203666666667,2.649537,1.0,0.008130081300813009,19.8,3.855766666666667,4.08465,3.8763663333333334,4.113686333333333,4.075447632375132,4.395841,4.174319666666666,2008,96,2008,123
69,0.0,0.0,72.9,1.9880970000000002,1.9027776666666667,2.1607163333333337,1.9027756666666666,2.112640069404326,2.7916666666666665,1.9027756666666666,0.0,0.0,19.9,3.7447293333333334,3.733895,3.7393583333333336,3.894496333333333,3.90696735566995,4.370476,3.9799016666666667,2008,22,2008,58
70,2.0,0.02666666666666667,104.6,2.1998233333333332,2.269999,2.2305703333333335,2.4404763333333332,2.418721815441624,3.0763416666666665,2.3174603333333335,1.0,0.03225806451612903,32.8,3.5729753333333334,4.098251666666667,3.4567863333333335,3.868529333333333,3.84771800045382,4.138078333333333,4.062355,2008,75,2008,31
71,13.0,0.08783783783783784,102.5,2.177426666666667,2.317778,2.3361406666666666,2.505952666666667,2.476097407720812,2.9026833333333335,2.6349206666666665,35.0,0.04666666666666667,77.8,2.697077333333333,2.9078999999999997,3.1130246666666666,3.194535333333333,3.1003545679385924,3.564456,3.1075786666666665,2009,148,2009,750
72,15.0,0.08108108108108109,99.8,2.1905473333333334,2.3678026666666665,2.724184,2.4248606666666666,2.5238172441432947,2.9618353333333336,2.4163973333333333,1.0,0.04,27.0,3.9854813333333334,4.262697333333334,3.753474,4.186664666666666,4.104975049603746,4.399282666666666,4.126007333333333,2009,185,2009,25
73,0.0,0.0,72.9,1.9880970000000002,1.9027776666666667,2.1607163333333337,1.9027756666666666,2.112640069404326,2.7916666666666665,1.9027756666666666,1.0,0.008130081300813009,19.8,3.855766666666667,4.08465,3.8763663333333334,4.113686333333333,4.075447632375132,4.395841,4.174319666666666,2008,22,2008,123
74,0.0,0.0,65.9,2.604676661290323,2.6409821290322584,2.7936806021505385,2.761934411290324,2.824495596749646,3.295743341397849,2.8519830295698925,0.0,0.0,19.9,3.7447293333333334,3.733895,3.7393583333333336,3.894496333333333,3.90696735566995,4.370476,3.9799016666666667,2008,21,2008,58
75,1.0,0.016129032258064516,84.2,2.138888,1.8888886666666667,2.4037033333333335,2.151850666666667,2.3118724588018216,2.732407333333333,2.499074,0.0,0.0,41.6,2.6163675161290327,2.664464177419356,2.8353557204301074,2.779916483870968,2.867618209665145,3.375710392473121,2.9188433978494617,2009,62,2009,16
76,8.0,0.026845637583892617,67.4,3.2192706666666666,3.4187160000000003,3.3599253333333334,3.5767366666666667,3.482334958017576,3.6400366666666666,3.7197253333333333,1.0,0.012048192771084338,67.4,3.2192706666666666,3.4187160000000003,3.3599253333333334,3.5767366666666667,3.482334958017576,3.6400366666666666,3.7197253333333333,2009,298,2009,83
77,8.0,0.026845637583892617,67.4,3.2192706666666666,3.4187160000000003,3.3599253333333334,3.5767366666666667,3.482334958017576,3.6400366666666666,3.7197253333333333,1.0,0.012048192771084338,67.4,3.2192706666666666,3.4187160000000003,3.3599253333333334,3.5767366666666667,3.482334958017576,3.6400366666666666,3.7197253333333333,2009,298,2009,83
78,8.0,0.026845637583892617,67.4,3.2192706666666666,3.4187160000000003,3.3599253333333334,3.5767366666666667,3.482334958017576,3.6400366666666666,3.7197253333333333,1.0,0.014084507042253521,35.3,3.5910379999999997,3.9399986666666664,3.410136,3.8314726666666665,3.8159760558842906,4.256636666666666,3.9640773333333335,2009,298,2009,71
79,8.0,0.026845637583892617,67.4,3.2192706666666666,3.4187160000000003,3.3599253333333334,3.5767366666666667,3.482334958017576,3.6400366666666666,3.7197253333333333,1.0,0.014084507042253521,35.3,3.5910379999999997,3.9399986666666664,3.410136,3.8314726666666665,3.8159760558842906,4.256636666666666,3.9640773333333335,2009,298,2009,71
80,8.0,0.026845637583892617,67.4,3.2192706666666666,3.4187160000000003,3.3599253333333334,3.5767366666666667,3.482334958017576,3.6400366666666666,3.7197253333333333,2.0,0.03333333333333333,33.6,3.7393913333333333,3.9814006666666666,3.7268566666666665,3.9550793333333334,3.967419916140704,4.33219,4.1220419999999995,2009,298,2009,60
81,0.0,0.0,73.0,2.0011906666666666,1.9231960000000001,2.1420193333333333,2.1498953333333333,2.194704324024754,2.6312273333333334,2.300708,2.0,0.03333333333333333,33.6,3.7393913333333333,3.9814006666666666,3.7268566666666665,3.9550793333333334,3.967419916140704,4.33219,4.1220419999999995,2009,19,2009,60
82,0.0,0.0,81.1,2.3006713333333333,1.9967186666666665,2.547798,2.223098666666667,2.427577160354834,2.9803806666666666,2.427283333333333,1.0,0.04,27.0,3.9854813333333334,4.262697333333334,3.753474,4.186664666666666,4.104975049603746,4.399282666666666,4.126007333333333,2009,42,2009,25
83,13.0,0.08783783783783784,102.5,2.177426666666667,2.317778,2.3361406666666666,2.505952666666667,2.476097407720812,2.9026833333333335,2.6349206666666665,35.0,0.04666666666666667,77.8,2.697077333333333,2.9078999999999997,3.1130246666666666,3.194535333333333,3.1003545679385924,3.564456,3.1075786666666665,2009,148,2009,750
84,1.0,0.015625,80.7,2.040688,2.0500106666666666,2.596154,2.2549173333333337,2.29323883244012,2.541819333333333,2.1892593333333332,0.0,0.0,21.6,3.6712786666666664,3.74904,3.7200966666666666,3.857962666666667,3.9000896778349747,4.420952000000001,3.9982633333333335,2009,64,2009,43
85,0.0,0.0,76.9,2.7505166666666665,2.5410179999999998,3.0276846666666666,2.8617186666666665,2.939356195922261,3.3654433333333333,3.033558,35.0,0.04666666666666667,77.8,2.697077333333333,2.9078999999999997,3.1130246666666666,3.194535333333333,3.1003545679385924,3.564456,3.1075786666666665,2009,62,2009,750
86,0.0,0.0,76.9,2.7505166666666665,2.5410179999999998,3.0276846666666666,2.8617186666666665,2.939356195922261,3.3654433333333333,3.033558,35.0,0.04666666666666667,77.8,2.697077333333333,2.9078999999999997,3.1130246666666666,3.194535333333333,3.1003545679385924,3.564456,3.1075786666666665,2009,62,2009,750
87,0.0,0.0,76.9,2.7505166666666665,2.5410179999999998,3.0276846666666666,2.8617186666666665,2.939356195922261,3.3654433333333333,3.033558,35.0,0.04666666666666667,77.8,2.697077333333333,2.9078999999999997,3.1130246666666666,3.194535333333333,3.1003545679385924,3.564456,3.1075786666666665,2009,62,2009,750
88,0.0,0.0,76.9,2.7505166666666665,2.5410179999999998,3.0276846666666666,2.8617186666666665,2.939356195922261,3.3654433333333333,3.033558,35.0,0.04666666666666667,77.8,2.697077333333333,2.9078999999999997,3.1130246666666666,3.194535333333333,3.1003545679385924,3.564456,3.1075786666666665,2009,62,2009,750
89,0.0,0.0,81.1,2.3006713333333333,1.9967186666666665,2.547798,2.223098666666667,2.427577160354834,2.9803806666666666,2.427283333333333,2.0,0.03333333333333333,33.6,3.7393913333333333,3.9814006666666666,3.7268566666666665,3.9550793333333334,3.967419916140704,4.33219,4.1220419999999995,2009,42,2009,60
90,0.0,0.0,81.1,2.3006713333333333,1.9967186666666665,2.547798,2.223098666666667,2.427577160354834,2.9803806666666666,2.427283333333333,0.0,0.0,36.2,3.962763333333333,4.287902,3.7409426666666667,4.161258,4.109198412153758,4.431034666666666,4.1619953333333335,2009,42,2009,53
91,0.0,0.0,89.0,1.6833333333333333,1.5944433333333334,2.4722233333333334,1.79018,1.9507307392733537,2.1583653333333332,1.8631946666666666,2.0,0.06666666666666667,34.0,3.6267606666666667,4.125373333333333,3.3318726666666665,3.8917686666666667,3.8517645002269103,4.161726666666667,4.11551,2009,28,2009,30
92,15.0,0.08108108108108109,99.8,2.1905473333333334,2.3678026666666665,2.724184,2.4248606666666666,2.5238172441432947,2.9618353333333336,2.4163973333333333,1.0,0.014084507042253521,35.3,3.5910379999999997,3.9399986666666664,3.410136,3.8314726666666665,3.8159760558842906,4.256636666666666,3.9640773333333335,2009,185,2009,71
93,0.0,0.0,101.8,2.1107746666666665,2.161389333333333,2.8460300000000003,2.339362,2.464890114730396,2.8778420000000002,2.3372699999999997,1.0,0.014084507042253521,35.3,3.5910379999999997,3.9399986666666664,3.410136,3.8314726666666665,3.8159760558842906,4.256636666666666,3.9640773333333335,2009,87,2009,71
94,0.0,0.0,101.8,2.1107746666666665,2.161389333333333,2.8460300000000003,2.339362,2.464890114730396,2.8778420000000002,2.3372699999999997,1.0,0.014084507042253521,35.3,3.5910379999999997,3.9399986666666664,3.410136,3.8314726666666665,3.8159760558842906,4.256636666666666,3.9640773333333335,2009,87,2009,71
