,brand_qtycount,del_date_scheduled_yr,brand_qtysum,brand_qtymean,brand_valsum,brand_valmean,brand_inssum,brand_insmean,brand_weightsum,brand_weightmean,brand_costsum,brand_costmean
16,30,2006,394776,13159.2,3506509.08,116883.636,0.07350000000000007,0.002450000000000002,33958.926156474845,1131.964205215828,2078343.3274361345,69278.11091453781
17,30,2006,394776,13159.2,3506509.08,116883.636,0.07350000000000007,0.002450000000000002,33958.926156474845,1131.964205215828,2078343.3274361345,69278.11091453781
18,30,2006,394776,13159.2,3506509.08,116883.636,0.07350000000000007,0.002450000000000002,33958.926156474845,1131.964205215828,2078343.3274361345,69278.11091453781
19,30,2006,394776,13159.2,3506509.08,116883.636,0.07350000000000007,0.002450000000000002,33958.926156474845,1131.964205215828,2078343.3274361345,69278.11091453781
20,30,2006,394776,13159.2,3506509.08,116883.636,0.07350000000000007,0.002450000000000002,33958.926156474845,1131.964205215828,2078343.3274361345,69278.11091453781
21,30,2006,394776,13159.2,3506509.08,116883.636,0.07350000000000007,0.002450000000000002,33958.926156474845,1131.964205215828,2078343.3274361345,69278.11091453781
22,30,2006,394776,13159.2,3506509.08,116883.636,0.07350000000000007,0.002450000000000002,33958.926156474845,1131.964205215828,2078343.3274361345,69278.11091453781
23,30,2006,394776,13159.2,3506509.08,116883.636,0.07350000000000007,0.002450000000000002,33958.926156474845,1131.964205215828,2078343.3274361345,69278.11091453781
24,30,2006,394776,13159.2,3506509.08,116883.636,0.07350000000000007,0.002450000000000002,33958.926156474845,1131.964205215828,2078343.3274361345,69278.11091453781
25,30,2006,394776,13159.2,3506509.08,116883.636,0.07350000000000007,0.002450000000000002,33958.926156474845,1131.964205215828,2078343.3274361345,69278.11091453781
26,30,2006,394776,13159.2,3506509.08,116883.636,0.07350000000000007,0.002450000000000002,33958.926156474845,1131.964205215828,2078343.3274361345,69278.11091453781
27,30,2006,394776,13159.2,3506509.08,116883.636,0.07350000000000007,0.002450000000000002,33958.926156474845,1131.964205215828,2078343.3274361345,69278.11091453781
28,30,2006,394776,13159.2,3506509.08,116883.636,0.07350000000000007,0.002450000000000002,33958.926156474845,1131.964205215828,2078343.3274361345,69278.11091453781
29,30,2006,394776,13159.2,3506509.08,116883.636,0.07350000000000007,0.002450000000000002,33958.926156474845,1131.964205215828,2078343.3274361345,69278.11091453781
30,30,2006,394776,13159.2,3506509.08,116883.636,0.07350000000000007,0.002450000000000002,33958.926156474845,1131.964205215828,2078343.3274361345,69278.11091453781
31,30,2006,394776,13159.2,3506509.08,116883.636,0.07350000000000007,0.002450000000000002,33958.926156474845,1131.964205215828,2078343.3274361345,69278.11091453781
32,14,2006,10530,752.1428571428571,872900.0,62350.0,0.03430000000000002,0.0024500000000000012,224734.46199615672,16052.461571154052,1953918.082358397,139565.5773113141
33,14,2006,10530,752.1428571428571,872900.0,62350.0,0.03430000000000002,0.0024500000000000012,224734.46199615672,16052.461571154052,1953918.082358397,139565.5773113141
34,14,2006,10530,752.1428571428571,872900.0,62350.0,0.03430000000000002,0.0024500000000000012,224734.46199615672,16052.461571154052,1953918.082358397,139565.5773113141
35,14,2006,10530,752.1428571428571,872900.0,62350.0,0.03430000000000002,0.0024500000000000012,224734.46199615672,16052.461571154052,1953918.082358397,139565.5773113141
36,14,2006,10530,752.1428571428571,872900.0,62350.0,0.03430000000000002,0.0024500000000000012,224734.46199615672,16052.461571154052,1953918.082358397,139565.5773113141
37,14,2006,10530,752.1428571428571,872900.0,62350.0,0.03430000000000002,0.0024500000000000012,224734.46199615672,16052.461571154052,1953918.082358397,139565.5773113141
38,14,2006,10530,752.1428571428571,872900.0,62350.0,0.03430000000000002,0.0024500000000000012,224734.46199615672,16052.461571154052,1953918.082358397,139565.5773113141
39,14,2006,10530,752.1428571428571,872900.0,62350.0,0.03430000000000002,0.0024500000000000012,224734.46199615672,16052.461571154052,1953918.082358397,139565.5773113141
40,14,2006,10530,752.1428571428571,872900.0,62350.0,0.03430000000000002,0.0024500000000000012,224734.46199615672,16052.461571154052,1953918.082358397,139565.5773113141
41,14,2006,10530,752.1428571428571,872900.0,62350.0,0.03430000000000002,0.0024500000000000012,224734.46199615672,16052.461571154052,1953918.082358397,139565.5773113141
42,14,2006,10530,752.1428571428571,872900.0,62350.0,0.03430000000000002,0.0024500000000000012,224734.46199615672,16052.461571154052,1953918.082358397,139565.5773113141
43,14,2006,10530,752.1428571428571,872900.0,62350.0,0.03430000000000002,0.0024500000000000012,224734.46199615672,16052.461571154052,1953918.082358397,139565.5773113141
44,14,2006,10530,752.1428571428571,872900.0,62350.0,0.03430000000000002,0.0024500000000000012,224734.46199615672,16052.461571154052,1953918.082358397,139565.5773113141
45,14,2006,10530,752.1428571428571,872900.0,62350.0,0.03430000000000002,0.0024500000000000012,224734.46199615672,16052.461571154052,1953918.082358397,139565.5773113141
46,17,2007,30265,1780.2941176470588,283703.57,16688.445294117646,376.5296,22.1488,3616.616839855653,212.7421670503325,38513.41189991563,2265.4948176420958
47,17,2007,30265,1780.2941176470588,283703.57,16688.445294117646,376.5296,22.1488,3616.616839855653,212.7421670503325,38513.41189991563,2265.4948176420958
48,17,2007,30265,1780.2941176470588,283703.57,16688.445294117646,376.5296,22.1488,3616.616839855653,212.7421670503325,38513.41189991563,2265.4948176420958
49,17,2007,30265,1780.2941176470588,283703.57,16688.445294117646,376.5296,22.1488,3616.616839855653,212.7421670503325,38513.41189991563,2265.4948176420958
50,17,2007,30265,1780.2941176470588,283703.57,16688.445294117646,376.5296,22.1488,3616.616839855653,212.7421670503325,38513.41189991563,2265.4948176420958
51,17,2007,30265,1780.2941176470588,283703.57,16688.445294117646,376.5296,22.1488,3616.616839855653,212.7421670503325,38513.41189991563,2265.4948176420958
52,17,2007,30265,1780.2941176470588,283703.57,16688.445294117646,376.5296,22.1488,3616.616839855653,212.7421670503325,38513.41189991563,2265.4948176420958
53,17,2007,30265,1780.2941176470588,283703.57,16688.445294117646,376.5296,22.1488,3616.616839855653,212.7421670503325,38513.41189991563,2265.4948176420958
54,17,2007,30265,1780.2941176470588,283703.57,16688.445294117646,376.5296,22.1488,3616.616839855653,212.7421670503325,38513.41189991563,2265.4948176420958
55,17,2007,30265,1780.2941176470588,283703.57,16688.445294117646,376.5296,22.1488,3616.616839855653,212.7421670503325,38513.41189991563,2265.4948176420958
56,17,2007,30265,1780.2941176470588,283703.57,16688.445294117646,376.5296,22.1488,3616.616839855653,212.7421670503325,38513.41189991563,2265.4948176420958
57,17,2007,30265,1780.2941176470588,283703.57,16688.445294117646,376.5296,22.1488,3616.616839855653,212.7421670503325,38513.41189991563,2265.4948176420958
58,17,2007,30265,1780.2941176470588,283703.57,16688.445294117646,376.5296,22.1488,3616.616839855653,212.7421670503325,38513.41189991563,2265.4948176420958
59,17,2007,30265,1780.2941176470588,283703.57,16688.445294117646,376.5296,22.1488,3616.616839855653,212.7421670503325,38513.41189991563,2265.4948176420958
60,17,2007,30265,1780.2941176470588,283703.57,16688.445294117646,376.5296,22.1488,3616.616839855653,212.7421670503325,38513.41189991563,2265.4948176420958
61,17,2007,30265,1780.2941176470588,283703.57,16688.445294117646,376.5296,22.1488,3616.616839855653,212.7421670503325,38513.41189991563,2265.4948176420958
62,17,2007,30265,1780.2941176470588,283703.57,16688.445294117646,376.5296,22.1488,3616.616839855653,212.7421670503325,38513.41189991563,2265.4948176420958
63,31,2007,81140,2617.4193548387098,3683202.5999999996,118812.98709677419,4983.1096,160.74547096774194,74554.42332705145,2404.981397646821,487926.722872873,15739.571705576549
64,31,2007,81140,2617.4193548387098,3683202.5999999996,118812.98709677419,4983.1096,160.74547096774194,74554.42332705145,2404.981397646821,487926.722872873,15739.571705576549
65,31,2007,81140,2617.4193548387098,3683202.5999999996,118812.98709677419,4983.1096,160.74547096774194,74554.42332705145,2404.981397646821,487926.722872873,15739.571705576549
66,31,2007,81140,2617.4193548387098,3683202.5999999996,118812.98709677419,4983.1096,160.74547096774194,74554.42332705145,2404.981397646821,487926.722872873,15739.571705576549
67,31,2007,81140,2617.4193548387098,3683202.5999999996,118812.98709677419,4983.1096,160.74547096774194,74554.42332705145,2404.981397646821,487926.722872873,15739.571705576549
68,31,2007,81140,2617.4193548387098,3683202.5999999996,118812.98709677419,4983.1096,160.74547096774194,74554.42332705145,2404.981397646821,487926.722872873,15739.571705576549
69,31,2007,81140,2617.4193548387098,3683202.5999999996,118812.98709677419,4983.1096,160.74547096774194,74554.42332705145,2404.981397646821,487926.722872873,15739.571705576549
70,31,2007,81140,2617.4193548387098,3683202.5999999996,118812.98709677419,4983.1096,160.74547096774194,74554.42332705145,2404.981397646821,487926.722872873,15739.571705576549
71,31,2007,81140,2617.4193548387098,3683202.5999999996,118812.98709677419,4983.1096,160.74547096774194,74554.42332705145,2404.981397646821,487926.722872873,15739.571705576549
72,31,2007,81140,2617.4193548387098,3683202.5999999996,118812.98709677419,4983.1096,160.74547096774194,74554.42332705145,2404.981397646821,487926.722872873,15739.571705576549
73,31,2007,81140,2617.4193548387098,3683202.5999999996,118812.98709677419,4983.1096,160.74547096774194,74554.42332705145,2404.981397646821,487926.722872873,15739.571705576549
74,31,2007,81140,2617.4193548387098,3683202.5999999996,118812.98709677419,4983.1096,160.74547096774194,74554.42332705145,2404.981397646821,487926.722872873,15739.571705576549
75,31,2007,81140,2617.4193548387098,3683202.5999999996,118812.98709677419,4983.1096,160.74547096774194,74554.42332705145,2404.981397646821,487926.722872873,15739.571705576549
76,31,2007,81140,2617.4193548387098,3683202.5999999996,118812.98709677419,4983.1096,160.74547096774194,74554.42332705145,2404.981397646821,487926.722872873,15739.571705576549
77,31,2007,81140,2617.4193548387098,3683202.5999999996,118812.98709677419,4983.1096,160.74547096774194,74554.42332705145,2404.981397646821,487926.722872873,15739.571705576549
78,31,2007,81140,2617.4193548387098,3683202.5999999996,118812.98709677419,4983.1096,160.74547096774194,74554.42332705145,2404.981397646821,487926.722872873,15739.571705576549
79,31,2007,81140,2617.4193548387098,3683202.5999999996,118812.98709677419,4983.1096,160.74547096774194,74554.42332705145,2404.981397646821,487926.722872873,15739.571705576549
80,31,2007,81140,2617.4193548387098,3683202.5999999996,118812.98709677419,4983.1096,160.74547096774194,74554.42332705145,2404.981397646821,487926.722872873,15739.571705576549
81,31,2007,81140,2617.4193548387098,3683202.5999999996,118812.98709677419,4983.1096,160.74547096774194,74554.42332705145,2404.981397646821,487926.722872873,15739.571705576549
82,31,2007,81140,2617.4193548387098,3683202.5999999996,118812.98709677419,4983.1096,160.74547096774194,74554.42332705145,2404.981397646821,487926.722872873,15739.571705576549
83,31,2007,81140,2617.4193548387098,3683202.5999999996,118812.98709677419,4983.1096,160.74547096774194,74554.42332705145,2404.981397646821,487926.722872873,15739.571705576549
84,31,2007,81140,2617.4193548387098,3683202.5999999996,118812.98709677419,4983.1096,160.74547096774194,74554.42332705145,2404.981397646821,487926.722872873,15739.571705576549
85,31,2007,81140,2617.4193548387098,3683202.5999999996,118812.98709677419,4983.1096,160.74547096774194,74554.42332705145,2404.981397646821,487926.722872873,15739.571705576549
86,31,2007,81140,2617.4193548387098,3683202.5999999996,118812.98709677419,4983.1096,160.74547096774194,74554.42332705145,2404.981397646821,487926.722872873,15739.571705576549
87,31,2007,81140,2617.4193548387098,3683202.5999999996,118812.98709677419,4983.1096,160.74547096774194,74554.42332705145,2404.981397646821,487926.722872873,15739.571705576549
88,31,2007,81140,2617.4193548387098,3683202.5999999996,118812.98709677419,4983.1096,160.74547096774194,74554.42332705145,2404.981397646821,487926.722872873,15739.571705576549
89,31,2007,81140,2617.4193548387098,3683202.5999999996,118812.98709677419,4983.1096,160.74547096774194,74554.42332705145,2404.981397646821,487926.722872873,15739.571705576549
90,31,2007,81140,2617.4193548387098,3683202.5999999996,118812.98709677419,4983.1096,160.74547096774194,74554.42332705145,2404.981397646821,487926.722872873,15739.571705576549
91,31,2007,81140,2617.4193548387098,3683202.5999999996,118812.98709677419,4983.1096,160.74547096774194,74554.42332705145,2404.981397646821,487926.722872873,15739.571705576549
92,31,2007,81140,2617.4193548387098,3683202.5999999996,118812.98709677419,4983.1096,160.74547096774194,74554.42332705145,2404.981397646821,487926.722872873,15739.571705576549
93,31,2007,81140,2617.4193548387098,3683202.5999999996,118812.98709677419,4983.1096,160.74547096774194,74554.42332705145,2404.981397646821,487926.722872873,15739.571705576549
94,26,2007,40235,1547.5,1311840.0,50455.38461538462,1258.6793999999998,48.41074615384615,14653.067553141911,563.5795212746889,827342.436643322,31820.86294782008
95,26,2007,40235,1547.5,1311840.0,50455.38461538462,1258.6793999999998,48.41074615384615,14653.067553141911,563.5795212746889,827342.436643322,31820.86294782008
96,26,2007,40235,1547.5,1311840.0,50455.38461538462,1258.6793999999998,48.41074615384615,14653.067553141911,563.5795212746889,827342.436643322,31820.86294782008
97,26,2007,40235,1547.5,1311840.0,50455.38461538462,1258.6793999999998,48.41074615384615,14653.067553141911,563.5795212746889,827342.436643322,31820.86294782008
98,26,2007,40235,1547.5,1311840.0,50455.38461538462,1258.6793999999998,48.41074615384615,14653.067553141911,563.5795212746889,827342.436643322,31820.86294782008
99,26,2007,40235,1547.5,1311840.0,50455.38461538462,1258.6793999999998,48.41074615384615,14653.067553141911,563.5795212746889,827342.436643322,31820.86294782008
100,26,2007,40235,1547.5,1311840.0,50455.38461538462,1258.6793999999998,48.41074615384615,14653.067553141911,563.5795212746889,827342.436643322,31820.86294782008
101,26,2007,40235,1547.5,1311840.0,50455.38461538462,1258.6793999999998,48.41074615384615,14653.067553141911,563.5795212746889,827342.436643322,31820.86294782008
102,26,2007,40235,1547.5,1311840.0,50455.38461538462,1258.6793999999998,48.41074615384615,14653.067553141911,563.5795212746889,827342.436643322,31820.86294782008
103,26,2007,40235,1547.5,1311840.0,50455.38461538462,1258.6793999999998,48.41074615384615,14653.067553141911,563.5795212746889,827342.436643322,31820.86294782008
104,26,2007,40235,1547.5,1311840.0,50455.38461538462,1258.6793999999998,48.41074615384615,14653.067553141911,563.5795212746889,827342.436643322,31820.86294782008
105,26,2007,40235,1547.5,1311840.0,50455.38461538462,1258.6793999999998,48.41074615384615,14653.067553141911,563.5795212746889,827342.436643322,31820.86294782008
106,26,2007,40235,1547.5,1311840.0,50455.38461538462,1258.6793999999998,48.41074615384615,14653.067553141911,563.5795212746889,827342.436643322,31820.86294782008
107,26,2007,40235,1547.5,1311840.0,50455.38461538462,1258.6793999999998,48.41074615384615,14653.067553141911,563.5795212746889,827342.436643322,31820.86294782008
108,26,2007,40235,1547.5,1311840.0,50455.38461538462,1258.6793999999998,48.41074615384615,14653.067553141911,563.5795212746889,827342.436643322,31820.86294782008
109,26,2007,40235,1547.5,1311840.0,50455.38461538462,1258.6793999999998,48.41074615384615,14653.067553141911,563.5795212746889,827342.436643322,31820.86294782008
110,26,2007,40235,1547.5,1311840.0,50455.38461538462,1258.6793999999998,48.41074615384615,14653.067553141911,563.5795212746889,827342.436643322,31820.86294782008
111,26,2007,40235,1547.5,1311840.0,50455.38461538462,1258.6793999999998,48.41074615384615,14653.067553141911,563.5795212746889,827342.436643322,31820.86294782008
112,26,2007,40235,1547.5,1311840.0,50455.38461538462,1258.6793999999998,48.41074615384615,14653.067553141911,563.5795212746889,827342.436643322,31820.86294782008
113,26,2007,40235,1547.5,1311840.0,50455.38461538462,1258.6793999999998,48.41074615384615,14653.067553141911,563.5795212746889,827342.436643322,31820.86294782008
114,26,2007,40235,1547.5,1311840.0,50455.38461538462,1258.6793999999998,48.41074615384615,14653.067553141911,563.5795212746889,827342.436643322,31820.86294782008
115,26,2007,40235,1547.5,1311840.0,50455.38461538462,1258.6793999999998,48.41074615384615,14653.067553141911,563.5795212746889,827342.436643322,31820.86294782008
116,26,2007,40235,1547.5,1311840.0,50455.38461538462,1258.6793999999998,48.41074615384615,14653.067553141911,563.5795212746889,827342.436643322,31820.86294782008
117,26,2007,40235,1547.5,1311840.0,50455.38461538462,1258.6793999999998,48.41074615384615,14653.067553141911,563.5795212746889,827342.436643322,31820.86294782008
118,26,2007,40235,1547.5,1311840.0,50455.38461538462,1258.6793999999998,48.41074615384615,14653.067553141911,563.5795212746889,827342.436643322,31820.86294782008
119,26,2007,40235,1547.5,1311840.0,50455.38461538462,1258.6793999999998,48.41074615384615,14653.067553141911,563.5795212746889,827342.436643322,31820.86294782008
120,1,2007,10,10.0,850.0,850.0,0.0024500000000000012,0.0024500000000000012,12.0,12.0,535.7333333333333,535.7333333333333
121,385,2007,4695652,12196.498701298702,39291711.88,102056.3944935065,39069.36909999999,101.47888077922075,474085.7578262723,1231.3915787695385,18734232.207211673,48660.343395355
122,385,2007,4695652,12196.498701298702,39291711.88,102056.3944935065,39069.36909999999,101.47888077922075,474085.7578262723,1231.3915787695385,18734232.207211673,48660.343395355
123,385,2007,4695652,12196.498701298702,39291711.88,102056.3944935065,39069.36909999999,101.47888077922075,474085.7578262723,1231.3915787695385,18734232.207211673,48660.343395355
124,385,2007,4695652,12196.498701298702,39291711.88,102056.3944935065,39069.36909999999,101.47888077922075,474085.7578262723,1231.3915787695385,18734232.207211673,48660.343395355
125,385,2007,4695652,12196.498701298702,39291711.88,102056.3944935065,39069.36909999999,101.47888077922075,474085.7578262723,1231.3915787695385,18734232.207211673,48660.343395355
126,385,2007,4695652,12196.498701298702,39291711.88,102056.3944935065,39069.36909999999,101.47888077922075,474085.7578262723,1231.3915787695385,18734232.207211673,48660.343395355
127,385,2007,4695652,12196.498701298702,39291711.88,102056.3944935065,39069.36909999999,101.47888077922075,474085.7578262723,1231.3915787695385,18734232.207211673,48660.343395355
128,385,2007,4695652,12196.498701298702,39291711.88,102056.3944935065,39069.36909999999,101.47888077922075,474085.7578262723,1231.3915787695385,18734232.207211673,48660.343395355
129,385,2007,4695652,12196.498701298702,39291711.88,102056.3944935065,39069.36909999999,101.47888077922075,474085.7578262723,1231.3915787695385,18734232.207211673,48660.343395355
130,385,2007,4695652,12196.498701298702,39291711.88,102056.3944935065,39069.36909999999,101.47888077922075,474085.7578262723,1231.3915787695385,18734232.207211673,48660.343395355
131,385,2007,4695652,12196.498701298702,39291711.88,102056.3944935065,39069.36909999999,101.47888077922075,474085.7578262723,1231.3915787695385,18734232.207211673,48660.343395355
132,385,2007,4695652,12196.498701298702,39291711.88,102056.3944935065,39069.36909999999,101.47888077922075,474085.7578262723,1231.3915787695385,18734232.207211673,48660.343395355
133,385,2007,4695652,12196.498701298702,39291711.88,102056.3944935065,39069.36909999999,101.47888077922075,474085.7578262723,1231.3915787695385,18734232.207211673,48660.343395355
134,385,2007,4695652,12196.498701298702,39291711.88,102056.3944935065,39069.36909999999,101.47888077922075,474085.7578262723,1231.3915787695385,18734232.207211673,48660.343395355
135,385,2007,4695652,12196.498701298702,39291711.88,102056.3944935065,39069.36909999999,101.47888077922075,474085.7578262723,1231.3915787695385,18734232.207211673,48660.343395355
136,385,2007,4695652,12196.498701298702,39291711.88,102056.3944935065,39069.36909999999,101.47888077922075,474085.7578262723,1231.3915787695385,18734232.207211673,48660.343395355
137,385,2007,4695652,12196.498701298702,39291711.88,102056.3944935065,39069.36909999999,101.47888077922075,474085.7578262723,1231.3915787695385,18734232.207211673,48660.343395355
138,385,2007,4695652,12196.498701298702,39291711.88,102056.3944935065,39069.36909999999,101.47888077922075,474085.7578262723,1231.3915787695385,18734232.207211673,48660.343395355
139,385,2007,4695652,12196.498701298702,39291711.88,102056.3944935065,39069.36909999999,101.47888077922075,474085.7578262723,1231.3915787695385,18734232.207211673,48660.343395355
140,385,2007,4695652,12196.498701298702,39291711.88,102056.3944935065,39069.36909999999,101.47888077922075,474085.7578262723,1231.3915787695385,18734232.207211673,48660.343395355
141,385,2007,4695652,12196.498701298702,39291711.88,102056.3944935065,39069.36909999999,101.47888077922075,474085.7578262723,1231.3915787695385,18734232.207211673,48660.343395355
142,385,2007,4695652,12196.498701298702,39291711.88,102056.3944935065,39069.36909999999,101.47888077922075,474085.7578262723,1231.3915787695385,18734232.207211673,48660.343395355
143,385,2007,4695652,12196.498701298702,39291711.88,102056.3944935065,39069.36909999999,101.47888077922075,474085.7578262723,1231.3915787695385,18734232.207211673,48660.343395355
144,385,2007,4695652,12196.498701298702,39291711.88,102056.3944935065,39069.36909999999,101.47888077922075,474085.7578262723,1231.3915787695385,18734232.207211673,48660.343395355
145,385,2007,4695652,12196.498701298702,39291711.88,102056.3944935065,39069.36909999999,101.47888077922075,474085.7578262723,1231.3915787695385,18734232.207211673,48660.343395355
146,385,2007,4695652,12196.498701298702,39291711.88,102056.3944935065,39069.36909999999,101.47888077922075,474085.7578262723,1231.3915787695385,18734232.207211673,48660.343395355
147,385,2007,4695652,12196.498701298702,39291711.88,102056.3944935065,39069.36909999999,101.47888077922075,474085.7578262723,1231.3915787695385,18734232.207211673,48660.343395355
148,385,2007,4695652,12196.498701298702,39291711.88,102056.3944935065,39069.36909999999,101.47888077922075,474085.7578262723,1231.3915787695385,18734232.207211673,48660.343395355
149,385,2007,4695652,12196.498701298702,39291711.88,102056.3944935065,39069.36909999999,101.47888077922075,474085.7578262723,1231.3915787695385,18734232.207211673,48660.343395355
150,385,2007,4695652,12196.498701298702,39291711.88,102056.3944935065,39069.36909999999,101.47888077922075,474085.7578262723,1231.3915787695385,18734232.207211673,48660.343395355
151,385,2007,4695652,12196.498701298702,39291711.88,102056.3944935065,39069.36909999999,101.47888077922075,474085.7578262723,1231.3915787695385,18734232.207211673,48660.343395355
152,385,2007,4695652,12196.498701298702,39291711.88,102056.3944935065,39069.36909999999,101.47888077922075,474085.7578262723,1231.3915787695385,18734232.207211673,48660.343395355
153,385,2007,4695652,12196.498701298702,39291711.88,102056.3944935065,39069.36909999999,101.47888077922075,474085.7578262723,1231.3915787695385,18734232.207211673,48660.343395355
154,385,2007,4695652,12196.498701298702,39291711.88,102056.3944935065,39069.36909999999,101.47888077922075,474085.7578262723,1231.3915787695385,18734232.207211673,48660.343395355
155,385,2007,4695652,12196.498701298702,39291711.88,102056.3944935065,39069.36909999999,101.47888077922075,474085.7578262723,1231.3915787695385,18734232.207211673,48660.343395355
156,385,2007,4695652,12196.498701298702,39291711.88,102056.3944935065,39069.36909999999,101.47888077922075,474085.7578262723,1231.3915787695385,18734232.207211673,48660.343395355
157,385,2007,4695652,12196.498701298702,39291711.88,102056.3944935065,39069.36909999999,101.47888077922075,474085.7578262723,1231.3915787695385,18734232.207211673,48660.343395355
158,385,2007,4695652,12196.498701298702,39291711.88,102056.3944935065,39069.36909999999,101.47888077922075,474085.7578262723,1231.3915787695385,18734232.207211673,48660.343395355
159,385,2007,4695652,12196.498701298702,39291711.88,102056.3944935065,39069.36909999999,101.47888077922075,474085.7578262723,1231.3915787695385,18734232.207211673,48660.343395355
160,385,2007,4695652,12196.498701298702,39291711.88,102056.3944935065,39069.36909999999,101.47888077922075,474085.7578262723,1231.3915787695385,18734232.207211673,48660.343395355
161,385,2007,4695652,12196.498701298702,39291711.88,102056.3944935065,39069.36909999999,101.47888077922075,474085.7578262723,1231.3915787695385,18734232.207211673,48660.343395355
162,385,2007,4695652,12196.498701298702,39291711.88,102056.3944935065,39069.36909999999,101.47888077922075,474085.7578262723,1231.3915787695385,18734232.207211673,48660.343395355
163,385,2007,4695652,12196.498701298702,39291711.88,102056.3944935065,39069.36909999999,101.47888077922075,474085.7578262723,1231.3915787695385,18734232.207211673,48660.343395355
164,385,2007,4695652,12196.498701298702,39291711.88,102056.3944935065,39069.36909999999,101.47888077922075,474085.7578262723,1231.3915787695385,18734232.207211673,48660.343395355
165,385,2007,4695652,12196.498701298702,39291711.88,102056.3944935065,39069.36909999999,101.47888077922075,474085.7578262723,1231.3915787695385,18734232.207211673,48660.343395355
166,385,2007,4695652,12196.498701298702,39291711.88,102056.3944935065,39069.36909999999,101.47888077922075,474085.7578262723,1231.3915787695385,18734232.207211673,48660.343395355
167,385,2007,4695652,12196.498701298702,39291711.88,102056.3944935065,39069.36909999999,101.47888077922075,474085.7578262723,1231.3915787695385,18734232.207211673,48660.343395355
168,385,2007,4695652,12196.498701298702,39291711.88,102056.3944935065,39069.36909999999,101.47888077922075,474085.7578262723,1231.3915787695385,18734232.207211673,48660.343395355
169,385,2007,4695652,12196.498701298702,39291711.88,102056.3944935065,39069.36909999999,101.47888077922075,474085.7578262723,1231.3915787695385,18734232.207211673,48660.343395355
170,385,2007,4695652,12196.498701298702,39291711.88,102056.3944935065,39069.36909999999,101.47888077922075,474085.7578262723,1231.3915787695385,18734232.207211673,48660.343395355
171,385,2007,4695652,12196.498701298702,39291711.88,102056.3944935065,39069.36909999999,101.47888077922075,474085.7578262723,1231.3915787695385,18734232.207211673,48660.343395355
172,385,2007,4695652,12196.498701298702,39291711.88,102056.3944935065,39069.36909999999,101.47888077922075,474085.7578262723,1231.3915787695385,18734232.207211673,48660.343395355
173,385,2007,4695652,12196.498701298702,39291711.88,102056.3944935065,39069.36909999999,101.47888077922075,474085.7578262723,1231.3915787695385,18734232.207211673,48660.343395355
174,385,2007,4695652,12196.498701298702,39291711.88,102056.3944935065,39069.36909999999,101.47888077922075,474085.7578262723,1231.3915787695385,18734232.207211673,48660.343395355
