,factory_qtycount,del_date_scheduled_yr,factory_qtysum,factory_qtymean,factory_valsum,factory_valmean,factory_inssum,factory_insmean,factory_weightsum,factory_weightmean,factory_costsum,factory_costmean
15,25,2006,334157,13366.28,2999909.9299999997,119996.39719999999,0.06125000000000003,0.0024500000000000012,29812.97819219384,1192.5191276877536,946951.605940985,37878.0642376394
16,25,2006,334157,13366.28,2999909.9299999997,119996.39719999999,0.06125000000000003,0.0024500000000000012,29812.97819219384,1192.5191276877536,946951.605940985,37878.0642376394
17,25,2006,334157,13366.28,2999909.9299999997,119996.39719999999,0.06125000000000003,0.0024500000000000012,29812.97819219384,1192.5191276877536,946951.605940985,37878.0642376394
18,25,2006,334157,13366.28,2999909.9299999997,119996.39719999999,0.06125000000000003,0.0024500000000000012,29812.97819219384,1192.5191276877536,946951.605940985,37878.0642376394
19,25,2006,334157,13366.28,2999909.9299999997,119996.39719999999,0.06125000000000003,0.0024500000000000012,29812.97819219384,1192.5191276877536,946951.605940985,37878.0642376394
20,25,2006,334157,13366.28,2999909.9299999997,119996.39719999999,0.06125000000000003,0.0024500000000000012,29812.97819219384,1192.5191276877536,946951.605940985,37878.0642376394
21,25,2006,334157,13366.28,2999909.9299999997,119996.39719999999,0.06125000000000003,0.0024500000000000012,29812.97819219384,1192.5191276877536,946951.605940985,37878.0642376394
22,25,2006,334157,13366.28,2999909.9299999997,119996.39719999999,0.06125000000000003,0.0024500000000000012,29812.97819219384,1192.5191276877536,946951.605940985,37878.0642376394
23,25,2006,334157,13366.28,2999909.9299999997,119996.39719999999,0.06125000000000003,0.0024500000000000012,29812.97819219384,1192.5191276877536,946951.605940985,37878.0642376394
24,25,2006,334157,13366.28,2999909.9299999997,119996.39719999999,0.06125000000000003,0.0024500000000000012,29812.97819219384,1192.5191276877536,946951.605940985,37878.0642376394
25,25,2006,334157,13366.28,2999909.9299999997,119996.39719999999,0.06125000000000003,0.0024500000000000012,29812.97819219384,1192.5191276877536,946951.605940985,37878.0642376394
26,25,2006,334157,13366.28,2999909.9299999997,119996.39719999999,0.06125000000000003,0.0024500000000000012,29812.97819219384,1192.5191276877536,946951.605940985,37878.0642376394
27,12,2006,9880,823.3333333333334,790400.0,65866.66666666667,0.029400000000000013,0.0024500000000000012,210861.964342073,17571.830361839417,1833305.855052323,152775.4879210269
28,12,2006,9880,823.3333333333334,790400.0,65866.66666666667,0.029400000000000013,0.0024500000000000012,210861.964342073,17571.830361839417,1833305.855052323,152775.4879210269
29,12,2006,9880,823.3333333333334,790400.0,65866.66666666667,0.029400000000000013,0.0024500000000000012,210861.964342073,17571.830361839417,1833305.855052323,152775.4879210269
30,12,2006,9880,823.3333333333334,790400.0,65866.66666666667,0.029400000000000013,0.0024500000000000012,210861.964342073,17571.830361839417,1833305.855052323,152775.4879210269
31,12,2006,9880,823.3333333333334,790400.0,65866.66666666667,0.029400000000000013,0.0024500000000000012,210861.964342073,17571.830361839417,1833305.855052323,152775.4879210269
32,12,2006,9880,823.3333333333334,790400.0,65866.66666666667,0.029400000000000013,0.0024500000000000012,210861.964342073,17571.830361839417,1833305.855052323,152775.4879210269
33,12,2006,9880,823.3333333333334,790400.0,65866.66666666667,0.029400000000000013,0.0024500000000000012,210861.964342073,17571.830361839417,1833305.855052323,152775.4879210269
34,12,2006,9880,823.3333333333334,790400.0,65866.66666666667,0.029400000000000013,0.0024500000000000012,210861.964342073,17571.830361839417,1833305.855052323,152775.4879210269
35,12,2006,9880,823.3333333333334,790400.0,65866.66666666667,0.029400000000000013,0.0024500000000000012,210861.964342073,17571.830361839417,1833305.855052323,152775.4879210269
36,12,2006,9880,823.3333333333334,790400.0,65866.66666666667,0.029400000000000013,0.0024500000000000012,210861.964342073,17571.830361839417,1833305.855052323,152775.4879210269
37,12,2006,9880,823.3333333333334,790400.0,65866.66666666667,0.029400000000000013,0.0024500000000000012,210861.964342073,17571.830361839417,1833305.855052323,152775.4879210269
38,12,2006,9880,823.3333333333334,790400.0,65866.66666666667,0.029400000000000013,0.0024500000000000012,210861.964342073,17571.830361839417,1833305.855052323,152775.4879210269
39,3,2006,40349,13449.666666666666,156929.15000000002,52309.716666666674,0.007350000000000004,0.0024500000000000012,2422.3115876062884,807.4371958687628,1082118.5654005108,360706.18846683693
40,3,2006,40349,13449.666666666666,156929.15000000002,52309.716666666674,0.007350000000000004,0.0024500000000000012,2422.3115876062884,807.4371958687628,1082118.5654005108,360706.18846683693
41,3,2006,40349,13449.666666666666,156929.15000000002,52309.716666666674,0.007350000000000004,0.0024500000000000012,2422.3115876062884,807.4371958687628,1082118.5654005108,360706.18846683693
42,2,2007,2122,1061.0,68792.54000000001,34396.270000000004,103.07244999999999,51.536224999999995,238.6316478034315,119.31582390171575,2199.361014758665,1099.6805073793325
43,2,2007,2122,1061.0,68792.54000000001,34396.270000000004,103.07244999999999,51.536224999999995,238.6316478034315,119.31582390171575,2199.361014758665,1099.6805073793325
44,1,2007,2800,2800.0,115080.0,115080.0,0.0024500000000000012,0.0024500000000000012,2572.743225483659,2572.743225483659,16837.500912546762,16837.500912546762
45,26,2007,52460,2017.6923076923076,2320024.2,89231.70000000001,3373.3022499999997,129.7423942307692,48202.182003168855,1853.9300770449559,315462.6063829298,12133.177168574222
46,26,2007,52460,2017.6923076923076,2320024.2,89231.70000000001,3373.3022499999997,129.7423942307692,48202.182003168855,1853.9300770449559,315462.6063829298,12133.177168574222
47,26,2007,52460,2017.6923076923076,2320024.2,89231.70000000001,3373.3022499999997,129.7423942307692,48202.182003168855,1853.9300770449559,315462.6063829298,12133.177168574222
48,26,2007,52460,2017.6923076923076,2320024.2,89231.70000000001,3373.3022499999997,129.7423942307692,48202.182003168855,1853.9300770449559,315462.6063829298,12133.177168574222
49,26,2007,52460,2017.6923076923076,2320024.2,89231.70000000001,3373.3022499999997,129.7423942307692,48202.182003168855,1853.9300770449559,315462.6063829298,12133.177168574222
50,26,2007,52460,2017.6923076923076,2320024.2,89231.70000000001,3373.3022499999997,129.7423942307692,48202.182003168855,1853.9300770449559,315462.6063829298,12133.177168574222
51,26,2007,52460,2017.6923076923076,2320024.2,89231.70000000001,3373.3022499999997,129.7423942307692,48202.182003168855,1853.9300770449559,315462.6063829298,12133.177168574222
52,26,2007,52460,2017.6923076923076,2320024.2,89231.70000000001,3373.3022499999997,129.7423942307692,48202.182003168855,1853.9300770449559,315462.6063829298,12133.177168574222
53,26,2007,52460,2017.6923076923076,2320024.2,89231.70000000001,3373.3022499999997,129.7423942307692,48202.182003168855,1853.9300770449559,315462.6063829298,12133.177168574222
54,26,2007,52460,2017.6923076923076,2320024.2,89231.70000000001,3373.3022499999997,129.7423942307692,48202.182003168855,1853.9300770449559,315462.6063829298,12133.177168574222
55,26,2007,52460,2017.6923076923076,2320024.2,89231.70000000001,3373.3022499999997,129.7423942307692,48202.182003168855,1853.9300770449559,315462.6063829298,12133.177168574222
56,26,2007,52460,2017.6923076923076,2320024.2,89231.70000000001,3373.3022499999997,129.7423942307692,48202.182003168855,1853.9300770449559,315462.6063829298,12133.177168574222
57,26,2007,52460,2017.6923076923076,2320024.2,89231.70000000001,3373.3022499999997,129.7423942307692,48202.182003168855,1853.9300770449559,315462.6063829298,12133.177168574222
58,26,2007,52460,2017.6923076923076,2320024.2,89231.70000000001,3373.3022499999997,129.7423942307692,48202.182003168855,1853.9300770449559,315462.6063829298,12133.177168574222
59,26,2007,52460,2017.6923076923076,2320024.2,89231.70000000001,3373.3022499999997,129.7423942307692,48202.182003168855,1853.9300770449559,315462.6063829298,12133.177168574222
60,26,2007,52460,2017.6923076923076,2320024.2,89231.70000000001,3373.3022499999997,129.7423942307692,48202.182003168855,1853.9300770449559,315462.6063829298,12133.177168574222
61,26,2007,52460,2017.6923076923076,2320024.2,89231.70000000001,3373.3022499999997,129.7423942307692,48202.182003168855,1853.9300770449559,315462.6063829298,12133.177168574222
62,26,2007,52460,2017.6923076923076,2320024.2,89231.70000000001,3373.3022499999997,129.7423942307692,48202.182003168855,1853.9300770449559,315462.6063829298,12133.177168574222
63,26,2007,52460,2017.6923076923076,2320024.2,89231.70000000001,3373.3022499999997,129.7423942307692,48202.182003168855,1853.9300770449559,315462.6063829298,12133.177168574222
64,26,2007,52460,2017.6923076923076,2320024.2,89231.70000000001,3373.3022499999997,129.7423942307692,48202.182003168855,1853.9300770449559,315462.6063829298,12133.177168574222
65,26,2007,52460,2017.6923076923076,2320024.2,89231.70000000001,3373.3022499999997,129.7423942307692,48202.182003168855,1853.9300770449559,315462.6063829298,12133.177168574222
66,26,2007,52460,2017.6923076923076,2320024.2,89231.70000000001,3373.3022499999997,129.7423942307692,48202.182003168855,1853.9300770449559,315462.6063829298,12133.177168574222
67,26,2007,52460,2017.6923076923076,2320024.2,89231.70000000001,3373.3022499999997,129.7423942307692,48202.182003168855,1853.9300770449559,315462.6063829298,12133.177168574222
68,26,2007,52460,2017.6923076923076,2320024.2,89231.70000000001,3373.3022499999997,129.7423942307692,48202.182003168855,1853.9300770449559,315462.6063829298,12133.177168574222
69,26,2007,52460,2017.6923076923076,2320024.2,89231.70000000001,3373.3022499999997,129.7423942307692,48202.182003168855,1853.9300770449559,315462.6063829298,12133.177168574222
70,26,2007,52460,2017.6923076923076,2320024.2,89231.70000000001,3373.3022499999997,129.7423942307692,48202.182003168855,1853.9300770449559,315462.6063829298,12133.177168574222
71,37,2007,44387,1199.6486486486488,1891128.0,51111.56756756757,1914.1041,51.73254324324324,18950.319789690187,512.1708051267618,1259932.1831082867,34052.22116508883
72,37,2007,44387,1199.6486486486488,1891128.0,51111.56756756757,1914.1041,51.73254324324324,18950.319789690187,512.1708051267618,1259932.1831082867,34052.22116508883
73,37,2007,44387,1199.6486486486488,1891128.0,51111.56756756757,1914.1041,51.73254324324324,18950.319789690187,512.1708051267618,1259932.1831082867,34052.22116508883
74,37,2007,44387,1199.6486486486488,1891128.0,51111.56756756757,1914.1041,51.73254324324324,18950.319789690187,512.1708051267618,1259932.1831082867,34052.22116508883
75,37,2007,44387,1199.6486486486488,1891128.0,51111.56756756757,1914.1041,51.73254324324324,18950.319789690187,512.1708051267618,1259932.1831082867,34052.22116508883
76,37,2007,44387,1199.6486486486488,1891128.0,51111.56756756757,1914.1041,51.73254324324324,18950.319789690187,512.1708051267618,1259932.1831082867,34052.22116508883
77,37,2007,44387,1199.6486486486488,1891128.0,51111.56756756757,1914.1041,51.73254324324324,18950.319789690187,512.1708051267618,1259932.1831082867,34052.22116508883
78,37,2007,44387,1199.6486486486488,1891128.0,51111.56756756757,1914.1041,51.73254324324324,18950.319789690187,512.1708051267618,1259932.1831082867,34052.22116508883
79,37,2007,44387,1199.6486486486488,1891128.0,51111.56756756757,1914.1041,51.73254324324324,18950.319789690187,512.1708051267618,1259932.1831082867,34052.22116508883
80,37,2007,44387,1199.6486486486488,1891128.0,51111.56756756757,1914.1041,51.73254324324324,18950.319789690187,512.1708051267618,1259932.1831082867,34052.22116508883
81,37,2007,44387,1199.6486486486488,1891128.0,51111.56756756757,1914.1041,51.73254324324324,18950.319789690187,512.1708051267618,1259932.1831082867,34052.22116508883
82,37,2007,44387,1199.6486486486488,1891128.0,51111.56756756757,1914.1041,51.73254324324324,18950.319789690187,512.1708051267618,1259932.1831082867,34052.22116508883
83,37,2007,44387,1199.6486486486488,1891128.0,51111.56756756757,1914.1041,51.73254324324324,18950.319789690187,512.1708051267618,1259932.1831082867,34052.22116508883
84,37,2007,44387,1199.6486486486488,1891128.0,51111.56756756757,1914.1041,51.73254324324324,18950.319789690187,512.1708051267618,1259932.1831082867,34052.22116508883
85,37,2007,44387,1199.6486486486488,1891128.0,51111.56756756757,1914.1041,51.73254324324324,18950.319789690187,512.1708051267618,1259932.1831082867,34052.22116508883
86,37,2007,44387,1199.6486486486488,1891128.0,51111.56756756757,1914.1041,51.73254324324324,18950.319789690187,512.1708051267618,1259932.1831082867,34052.22116508883
87,37,2007,44387,1199.6486486486488,1891128.0,51111.56756756757,1914.1041,51.73254324324324,18950.319789690187,512.1708051267618,1259932.1831082867,34052.22116508883
88,37,2007,44387,1199.6486486486488,1891128.0,51111.56756756757,1914.1041,51.73254324324324,18950.319789690187,512.1708051267618,1259932.1831082867,34052.22116508883
89,37,2007,44387,1199.6486486486488,1891128.0,51111.56756756757,1914.1041,51.73254324324324,18950.319789690187,512.1708051267618,1259932.1831082867,34052.22116508883
90,37,2007,44387,1199.6486486486488,1891128.0,51111.56756756757,1914.1041,51.73254324324324,18950.319789690187,512.1708051267618,1259932.1831082867,34052.22116508883
91,37,2007,44387,1199.6486486486488,1891128.0,51111.56756756757,1914.1041,51.73254324324324,18950.319789690187,512.1708051267618,1259932.1831082867,34052.22116508883
92,37,2007,44387,1199.6486486486488,1891128.0,51111.56756756757,1914.1041,51.73254324324324,18950.319789690187,512.1708051267618,1259932.1831082867,34052.22116508883
93,37,2007,44387,1199.6486486486488,1891128.0,51111.56756756757,1914.1041,51.73254324324324,18950.319789690187,512.1708051267618,1259932.1831082867,34052.22116508883
94,37,2007,44387,1199.6486486486488,1891128.0,51111.56756756757,1914.1041,51.73254324324324,18950.319789690187,512.1708051267618,1259932.1831082867,34052.22116508883
95,37,2007,44387,1199.6486486486488,1891128.0,51111.56756756757,1914.1041,51.73254324324324,18950.319789690187,512.1708051267618,1259932.1831082867,34052.22116508883
96,37,2007,44387,1199.6486486486488,1891128.0,51111.56756756757,1914.1041,51.73254324324324,18950.319789690187,512.1708051267618,1259932.1831082867,34052.22116508883
97,37,2007,44387,1199.6486486486488,1891128.0,51111.56756756757,1914.1041,51.73254324324324,18950.319789690187,512.1708051267618,1259932.1831082867,34052.22116508883
98,37,2007,44387,1199.6486486486488,1891128.0,51111.56756756757,1914.1041,51.73254324324324,18950.319789690187,512.1708051267618,1259932.1831082867,34052.22116508883
99,37,2007,44387,1199.6486486486488,1891128.0,51111.56756756757,1914.1041,51.73254324324324,18950.319789690187,512.1708051267618,1259932.1831082867,34052.22116508883
100,37,2007,44387,1199.6486486486488,1891128.0,51111.56756756757,1914.1041,51.73254324324324,18950.319789690187,512.1708051267618,1259932.1831082867,34052.22116508883
101,37,2007,44387,1199.6486486486488,1891128.0,51111.56756756757,1914.1041,51.73254324324324,18950.319789690187,512.1708051267618,1259932.1831082867,34052.22116508883
102,37,2007,44387,1199.6486486486488,1891128.0,51111.56756756757,1914.1041,51.73254324324324,18950.319789690187,512.1708051267618,1259932.1831082867,34052.22116508883
103,37,2007,44387,1199.6486486486488,1891128.0,51111.56756756757,1914.1041,51.73254324324324,18950.319789690187,512.1708051267618,1259932.1831082867,34052.22116508883
104,37,2007,44387,1199.6486486486488,1891128.0,51111.56756756757,1914.1041,51.73254324324324,18950.319789690187,512.1708051267618,1259932.1831082867,34052.22116508883
105,37,2007,44387,1199.6486486486488,1891128.0,51111.56756756757,1914.1041,51.73254324324324,18950.319789690187,512.1708051267618,1259932.1831082867,34052.22116508883
106,37,2007,44387,1199.6486486486488,1891128.0,51111.56756756757,1914.1041,51.73254324324324,18950.319789690187,512.1708051267618,1259932.1831082867,34052.22116508883
107,37,2007,44387,1199.6486486486488,1891128.0,51111.56756756757,1914.1041,51.73254324324324,18950.319789690187,512.1708051267618,1259932.1831082867,34052.22116508883
108,1,2007,10,10.0,850.0,850.0,0.0024500000000000012,0.0024500000000000012,12.0,12.0,535.7333333333333,535.7333333333333
109,73,2007,1488882,20395.64383561644,11375381.409999998,155827.1426027397,13528.906549999998,185.32748698630135,131802.24966474238,1805.5102693800327,1412485.4393706257,19349.11560781679
110,73,2007,1488882,20395.64383561644,11375381.409999998,155827.1426027397,13528.906549999998,185.32748698630135,131802.24966474238,1805.5102693800327,1412485.4393706257,19349.11560781679
111,73,2007,1488882,20395.64383561644,11375381.409999998,155827.1426027397,13528.906549999998,185.32748698630135,131802.24966474238,1805.5102693800327,1412485.4393706257,19349.11560781679
112,73,2007,1488882,20395.64383561644,11375381.409999998,155827.1426027397,13528.906549999998,185.32748698630135,131802.24966474238,1805.5102693800327,1412485.4393706257,19349.11560781679
113,73,2007,1488882,20395.64383561644,11375381.409999998,155827.1426027397,13528.906549999998,185.32748698630135,131802.24966474238,1805.5102693800327,1412485.4393706257,19349.11560781679
114,73,2007,1488882,20395.64383561644,11375381.409999998,155827.1426027397,13528.906549999998,185.32748698630135,131802.24966474238,1805.5102693800327,1412485.4393706257,19349.11560781679
115,73,2007,1488882,20395.64383561644,11375381.409999998,155827.1426027397,13528.906549999998,185.32748698630135,131802.24966474238,1805.5102693800327,1412485.4393706257,19349.11560781679
116,73,2007,1488882,20395.64383561644,11375381.409999998,155827.1426027397,13528.906549999998,185.32748698630135,131802.24966474238,1805.5102693800327,1412485.4393706257,19349.11560781679
117,73,2007,1488882,20395.64383561644,11375381.409999998,155827.1426027397,13528.906549999998,185.32748698630135,131802.24966474238,1805.5102693800327,1412485.4393706257,19349.11560781679
118,73,2007,1488882,20395.64383561644,11375381.409999998,155827.1426027397,13528.906549999998,185.32748698630135,131802.24966474238,1805.5102693800327,1412485.4393706257,19349.11560781679
119,73,2007,1488882,20395.64383561644,11375381.409999998,155827.1426027397,13528.906549999998,185.32748698630135,131802.24966474238,1805.5102693800327,1412485.4393706257,19349.11560781679
120,73,2007,1488882,20395.64383561644,11375381.409999998,155827.1426027397,13528.906549999998,185.32748698630135,131802.24966474238,1805.5102693800327,1412485.4393706257,19349.11560781679
121,73,2007,1488882,20395.64383561644,11375381.409999998,155827.1426027397,13528.906549999998,185.32748698630135,131802.24966474238,1805.5102693800327,1412485.4393706257,19349.11560781679
122,73,2007,1488882,20395.64383561644,11375381.409999998,155827.1426027397,13528.906549999998,185.32748698630135,131802.24966474238,1805.5102693800327,1412485.4393706257,19349.11560781679
123,73,2007,1488882,20395.64383561644,11375381.409999998,155827.1426027397,13528.906549999998,185.32748698630135,131802.24966474238,1805.5102693800327,1412485.4393706257,19349.11560781679
124,73,2007,1488882,20395.64383561644,11375381.409999998,155827.1426027397,13528.906549999998,185.32748698630135,131802.24966474238,1805.5102693800327,1412485.4393706257,19349.11560781679
125,73,2007,1488882,20395.64383561644,11375381.409999998,155827.1426027397,13528.906549999998,185.32748698630135,131802.24966474238,1805.5102693800327,1412485.4393706257,19349.11560781679
126,73,2007,1488882,20395.64383561644,11375381.409999998,155827.1426027397,13528.906549999998,185.32748698630135,131802.24966474238,1805.5102693800327,1412485.4393706257,19349.11560781679
127,73,2007,1488882,20395.64383561644,11375381.409999998,155827.1426027397,13528.906549999998,185.32748698630135,131802.24966474238,1805.5102693800327,1412485.4393706257,19349.11560781679
128,73,2007,1488882,20395.64383561644,11375381.409999998,155827.1426027397,13528.906549999998,185.32748698630135,131802.24966474238,1805.5102693800327,1412485.4393706257,19349.11560781679
129,73,2007,1488882,20395.64383561644,11375381.409999998,155827.1426027397,13528.906549999998,185.32748698630135,131802.24966474238,1805.5102693800327,1412485.4393706257,19349.11560781679
130,73,2007,1488882,20395.64383561644,11375381.409999998,155827.1426027397,13528.906549999998,185.32748698630135,131802.24966474238,1805.5102693800327,1412485.4393706257,19349.11560781679
131,73,2007,1488882,20395.64383561644,11375381.409999998,155827.1426027397,13528.906549999998,185.32748698630135,131802.24966474238,1805.5102693800327,1412485.4393706257,19349.11560781679
132,73,2007,1488882,20395.64383561644,11375381.409999998,155827.1426027397,13528.906549999998,185.32748698630135,131802.24966474238,1805.5102693800327,1412485.4393706257,19349.11560781679
133,73,2007,1488882,20395.64383561644,11375381.409999998,155827.1426027397,13528.906549999998,185.32748698630135,131802.24966474238,1805.5102693800327,1412485.4393706257,19349.11560781679
134,73,2007,1488882,20395.64383561644,11375381.409999998,155827.1426027397,13528.906549999998,185.32748698630135,131802.24966474238,1805.5102693800327,1412485.4393706257,19349.11560781679
135,73,2007,1488882,20395.64383561644,11375381.409999998,155827.1426027397,13528.906549999998,185.32748698630135,131802.24966474238,1805.5102693800327,1412485.4393706257,19349.11560781679
136,73,2007,1488882,20395.64383561644,11375381.409999998,155827.1426027397,13528.906549999998,185.32748698630135,131802.24966474238,1805.5102693800327,1412485.4393706257,19349.11560781679
137,73,2007,1488882,20395.64383561644,11375381.409999998,155827.1426027397,13528.906549999998,185.32748698630135,131802.24966474238,1805.5102693800327,1412485.4393706257,19349.11560781679
138,73,2007,1488882,20395.64383561644,11375381.409999998,155827.1426027397,13528.906549999998,185.32748698630135,131802.24966474238,1805.5102693800327,1412485.4393706257,19349.11560781679
139,73,2007,1488882,20395.64383561644,11375381.409999998,155827.1426027397,13528.906549999998,185.32748698630135,131802.24966474238,1805.5102693800327,1412485.4393706257,19349.11560781679
140,73,2007,1488882,20395.64383561644,11375381.409999998,155827.1426027397,13528.906549999998,185.32748698630135,131802.24966474238,1805.5102693800327,1412485.4393706257,19349.11560781679
141,73,2007,1488882,20395.64383561644,11375381.409999998,155827.1426027397,13528.906549999998,185.32748698630135,131802.24966474238,1805.5102693800327,1412485.4393706257,19349.11560781679
142,73,2007,1488882,20395.64383561644,11375381.409999998,155827.1426027397,13528.906549999998,185.32748698630135,131802.24966474238,1805.5102693800327,1412485.4393706257,19349.11560781679
143,73,2007,1488882,20395.64383561644,11375381.409999998,155827.1426027397,13528.906549999998,185.32748698630135,131802.24966474238,1805.5102693800327,1412485.4393706257,19349.11560781679
144,73,2007,1488882,20395.64383561644,11375381.409999998,155827.1426027397,13528.906549999998,185.32748698630135,131802.24966474238,1805.5102693800327,1412485.4393706257,19349.11560781679
145,73,2007,1488882,20395.64383561644,11375381.409999998,155827.1426027397,13528.906549999998,185.32748698630135,131802.24966474238,1805.5102693800327,1412485.4393706257,19349.11560781679
146,73,2007,1488882,20395.64383561644,11375381.409999998,155827.1426027397,13528.906549999998,185.32748698630135,131802.24966474238,1805.5102693800327,1412485.4393706257,19349.11560781679
147,73,2007,1488882,20395.64383561644,11375381.409999998,155827.1426027397,13528.906549999998,185.32748698630135,131802.24966474238,1805.5102693800327,1412485.4393706257,19349.11560781679
148,73,2007,1488882,20395.64383561644,11375381.409999998,155827.1426027397,13528.906549999998,185.32748698630135,131802.24966474238,1805.5102693800327,1412485.4393706257,19349.11560781679
149,73,2007,1488882,20395.64383561644,11375381.409999998,155827.1426027397,13528.906549999998,185.32748698630135,131802.24966474238,1805.5102693800327,1412485.4393706257,19349.11560781679
150,73,2007,1488882,20395.64383561644,11375381.409999998,155827.1426027397,13528.906549999998,185.32748698630135,131802.24966474238,1805.5102693800327,1412485.4393706257,19349.11560781679
151,73,2007,1488882,20395.64383561644,11375381.409999998,155827.1426027397,13528.906549999998,185.32748698630135,131802.24966474238,1805.5102693800327,1412485.4393706257,19349.11560781679
152,73,2007,1488882,20395.64383561644,11375381.409999998,155827.1426027397,13528.906549999998,185.32748698630135,131802.24966474238,1805.5102693800327,1412485.4393706257,19349.11560781679
153,73,2007,1488882,20395.64383561644,11375381.409999998,155827.1426027397,13528.906549999998,185.32748698630135,131802.24966474238,1805.5102693800327,1412485.4393706257,19349.11560781679
154,73,2007,1488882,20395.64383561644,11375381.409999998,155827.1426027397,13528.906549999998,185.32748698630135,131802.24966474238,1805.5102693800327,1412485.4393706257,19349.11560781679
155,73,2007,1488882,20395.64383561644,11375381.409999998,155827.1426027397,13528.906549999998,185.32748698630135,131802.24966474238,1805.5102693800327,1412485.4393706257,19349.11560781679
156,73,2007,1488882,20395.64383561644,11375381.409999998,155827.1426027397,13528.906549999998,185.32748698630135,131802.24966474238,1805.5102693800327,1412485.4393706257,19349.11560781679
157,73,2007,1488882,20395.64383561644,11375381.409999998,155827.1426027397,13528.906549999998,185.32748698630135,131802.24966474238,1805.5102693800327,1412485.4393706257,19349.11560781679
158,73,2007,1488882,20395.64383561644,11375381.409999998,155827.1426027397,13528.906549999998,185.32748698630135,131802.24966474238,1805.5102693800327,1412485.4393706257,19349.11560781679
159,73,2007,1488882,20395.64383561644,11375381.409999998,155827.1426027397,13528.906549999998,185.32748698630135,131802.24966474238,1805.5102693800327,1412485.4393706257,19349.11560781679
160,73,2007,1488882,20395.64383561644,11375381.409999998,155827.1426027397,13528.906549999998,185.32748698630135,131802.24966474238,1805.5102693800327,1412485.4393706257,19349.11560781679
161,73,2007,1488882,20395.64383561644,11375381.409999998,155827.1426027397,13528.906549999998,185.32748698630135,131802.24966474238,1805.5102693800327,1412485.4393706257,19349.11560781679
162,73,2007,1488882,20395.64383561644,11375381.409999998,155827.1426027397,13528.906549999998,185.32748698630135,131802.24966474238,1805.5102693800327,1412485.4393706257,19349.11560781679
163,73,2007,1488882,20395.64383561644,11375381.409999998,155827.1426027397,13528.906549999998,185.32748698630135,131802.24966474238,1805.5102693800327,1412485.4393706257,19349.11560781679
164,73,2007,1488882,20395.64383561644,11375381.409999998,155827.1426027397,13528.906549999998,185.32748698630135,131802.24966474238,1805.5102693800327,1412485.4393706257,19349.11560781679
165,73,2007,1488882,20395.64383561644,11375381.409999998,155827.1426027397,13528.906549999998,185.32748698630135,131802.24966474238,1805.5102693800327,1412485.4393706257,19349.11560781679
166,73,2007,1488882,20395.64383561644,11375381.409999998,155827.1426027397,13528.906549999998,185.32748698630135,131802.24966474238,1805.5102693800327,1412485.4393706257,19349.11560781679
